shn,Tshiat_Gu,n,Han_Ji,Ji_Gi_Kai_Sik,note1,note2,Tshiat_Gu2,unknown
1760,苦果,1,顆,小頭苦果切三,,,苦果,
1760,苦果,2,堁,堀堁塵起也,,,苦果,
1760,苦果,3,敤,研理又音課,,,苦果,
1761,捕可,1,爸,父也捕可切一,,,捕可,
1762,倉果,1,脞,書傳云叢脞細碎無大略也倉果切二,,,倉果,
1762,倉果,2,䂳,碎石,,,倉果,
1763,作可,1,硰,硰石地名作可切一,,,作可,
1764,莫下,1,馬,說父曰怒也武也象頭髦尾四足之形尚書中𠋫曰稷爲大司馬釋名曰大司馬馬武也大揔武事也亦姓扶風人本自伯益之裔趙奢封馬服君後遂氏焉秦滅趙徙奢孫興於咸陽爲右内史遂爲扶風人又漢複姓五氏漢馬宫本姓馬矢氏功臣表有馬適育溝洫志有諫議大夫乗馬延年何氏姓苑云今西陽人孔子弟子有巫馬期風俗通有白馬氏莫下切七,,,莫下,
1764,莫下,2,碼,碼碯石似玉,,,莫下,
1764,莫下,3,䣕,郁䣕縣名在犍爲,,,莫下,
1764,莫下,4,罵,罵詈又莫霸切,,,莫下,
1764,莫下,5,𥧓,穴𥧓在燕野,,,莫下,
1764,莫下,6,鷌,異鳥,,,莫下,
1764,莫下,7,鰢,魚名,,,莫下,
1765,章也,1,者,語助章也切三,,,章也,
1765,章也,2,赭,赤土,,,章也,
1765,章也,3,堵,縣名又姓左傳鄭有堵女父堵狗又音覩,,,章也,
1766,羊者,1,野,田野說文云郊外也羊者切五,,,羊者,
1766,羊者,2,壄,古文,,,羊者,
1766,羊者,3,也,語助辝之終也,,,羊者,
1766,羊者,4,冶,銷也尸子曰蚩尤造九冶又妖冶亦姓左傳衞大夫冶[厪/廑],,,羊者,
1766,羊者,5,虵,羌複姓有虵[蛭/咥]氏又食遮切[蛭/嫺]都結切,,,羊者,
1767,五下,1,雅,正也嫻雅也說文曰楚烏也一名鸒一名卑居秦謂之雅五下切五,,,五下,
1767,五下,2,疋,正也待也說文所𦵔切足也古文以爲詩大雅字又山吕切,,,五下,
1767,五下,3,庌,廳也說文曰廡也周禮曰夏庌馬,,,五下,
1767,五下,4,厊,厏厊不合,,,五下,
1767,五下,5,㿿,酒器,,,五下,
1768,古疋,1,檟,山楸古疋切十,,,古疋,
1768,古疋,2,榎,上同,,,古疋,
1768,古疋,3,嘏,大也福也,,,古疋,
1768,古疋,4,假,且也借也非眞也說文又作徦至也又姓漢有假倉,,,古疋,
1768,古疋,5,叚,說文借也,,,古疋,
1768,古疋,6,賈,姓也出河東本自周賈伯之後又音古,,,古疋,
1768,古疋,7,斝,玉爵禮記曰夏后氏以醆商以斝周以爵,,,古疋,
1768,古疋,8,瘕,久病腹内又古牙切,,,古疋,
1768,古疋,9,椵,爾雅曰櫠椵郭璞云柚屬子大如盂皮厚二三寸中似枳食之少味,,,古疋,
1768,古疋,10,婽,好也,,,古疋,
1769,砂下,1,灑,灑水也砂下切一,,,砂下,
1770,烏下,1,啞,不[-/能]言也烏下切又乙革切三,,,烏下,
1770,烏下,2,瘂,[同上],,,烏下,
1770,烏下,3,𤺘,並上同,,,烏下,
1771,徐野,1,灺,燭㶳徐也切三,,,徐野,
1771,徐野,2,抯,取也,,,徐野,
1771,徐野,3,䵦,䵦墁汚也出文字辨疑,,,徐野,
1772,胡雅,1,下,賤也去也後也底也降也胡雅切四,,,胡雅,
1772,胡雅,2,丅,古文,,,胡雅,
1772,胡雅,3,夏,大也又諸夏亦州名秦屬上郡漢分置朔方郡晉末赫連勃勃於州稱大夏爲後魏所滅置鎭又改爲夏州又胡駕古下二切,,,胡雅,
1772,胡雅,4,廈,廈屋,,,胡雅,
1773,悉姐,1,寫,憂也除也程也盡也又轉本曰寫悉姐切四,,,悉姐,
1773,悉姐,2,𣞐,案之别名,,,悉姐,
1773,悉姐,3,瀉,瀉水,,,悉姐,
1773,悉姐,4,𣬕,獸名,,,悉姐,
1774,𩛠瓦,1,𡎬,𡎬𡎬好皃𩛠瓦切一,精紐三等合口馬韻特例，似入果韻爲妥。,,𩛠瓦,
1775,彌也,1,乜,蕃姓彌也切一,,,彌也,
1776,七也,1,且,語辝七也切又子余切一,,,七也,
1777,許下,1,㗿,大笑許下切三,,,許下,
1777,許下,2,閜,大裂,,,許下,
1777,許下,3,襾,說文曰覆也覆覈賈類皆從此,,,許下,
1778,常者,1,社,社稷又漢複姓二氏風俗通云齊昌徙居社南因以爲氏何氏姓苑云右扶風有焉又有社比氏常者切三,,,常者,
1778,常者,2,𥁹,器名,,,常者,
1778,常者,3,𣝒,冝𣝒善夢神见仙經,,,常者,
1779,苦下,1,跒,跁跒行皃苦下切一,,,苦下,
1780,傍下,1,跁,傍下切三,,,傍下,
1780,傍下,2,䇑,短人立也,,,傍下,
1780,傍下,3,笆,竹名出蜀又音巴,,,傍下,
1781,書冶,1,捨,釋也書冶切五,,,書冶,
1781,書冶,2,舍,止息亦上同又音赦,,,書冶,
1781,書冶,3,騇,牝馬,,,書冶,
1781,書冶,4,䬷,䬼飫,,,書冶,
1781,書冶,5,𩜉,上同,,,書冶,
1782,兹野,1,姐,羌人呼母一曰慢也兹野切三,,,兹野,
1782,兹野,2,抯,取也又才也切,,,兹野,
1782,兹野,3,飷,食無味也,,,兹野,
1783,愽下,1,把,持也執也博下切一,,,愽下,
1784,胡瓦,1,踝,足骨也胡瓦切十一,,,胡瓦,
1784,胡瓦,2,稞,淨榖,,,胡瓦,
1784,胡瓦,3,𡱏,[𡱏/䋀]青絲履又繩履,,,胡瓦,
1784,胡瓦,4,𦖍,地名,,,胡瓦,
1784,胡瓦,5,黊,鮮明黃色,,,胡瓦,
1784,胡瓦,6,蘳,說文曰黃華又音壞,,,胡瓦,
1784,胡瓦,7,觟,牝䍧羊生角者又楚冠名,,,胡瓦,
1784,胡瓦,8,𩸄,魚似鮎也,,,胡瓦,
1784,胡瓦,9,𢦚,大口又聲說文曰擊踝也,,,胡瓦,
1784,胡瓦,10,輠,轂頭轉皃,,,胡瓦,
1784,胡瓦,11,䴹,[麪/麴]名,,,胡瓦,
1785,古瓦,1,寡,鰥寡說文少也古瓦切八,,,古瓦,
1785,古瓦,2,冎,剔人肉置其骨,,,古瓦,
1785,古瓦,3,剮,俗,,,古瓦,
1785,古瓦,4,𣑍,老人柱杖,,,古瓦,
1785,古瓦,5,𠊰,㒀𠊰行皃,,,古瓦,
1785,古瓦,6,𠁥,羊角皃,,,古瓦,
1785,古瓦,7,䈑,䈅䈑收絲具,,,古瓦,
1785,古瓦,8,𧤐,觰𧤐牛角開,,,古瓦,
1786,五寡,1,瓦,古史考曰夏時昆吾氏作瓦也五寡切二,,,五寡,
1786,五寡,2,邷,衞地,,,五寡,
1787,人者,1,若,乾草又般若出釋典又虜複姓二氏周書若干惠傳曰其先與魏俱起以國爲姓後燕録有步兵校尉若久和人者切又人勺切三,,,人者,
1787,人者,2,惹,亂[也/心],,,人者,
1787,人者,3,𠰒,譍聲也,,,人者,
1788,側下,1,鮓,釋名曰鮓𦵔也以鹽米釀魚以爲𦵔側下切五,,,側下,
1788,側下,2,厏,厏厊不合,,,側下,
1788,側下,3,謯,謯訝訶皃,,,側下,
1788,側下,4,𥰭,炭籠也又音鹺,,,側下,
1788,側下,5,痄,痄瘡不合,,,側下,
1789,都賈,1,觰,牛角橫都賈切又竹加切一,,,都賈,
1790,士下,1,槎,逆斫木士下切又仕加切二,,,士下,
1790,士下,2,厏,厏厊,,,士下,
1791,昌者,1,奲,寬大也昌者切五,,,昌者,
1791,昌者,2,㨋,擊也,,,昌者,
1791,昌者,3,䰩,醜䰩,,,昌者,
1791,昌者,4,哆,脣下垂皃又當可切,,,昌者,
1791,昌者,5,撦,裂開,,,昌者,
1792,竹下,1,䋾,䋾䋈相著皃竹下切一,,,竹下,
1793,奴下,1,䋈,奴下切一,,,奴下,
1794,苦瓦,1,髁,𦝫骨苦瓦切七,,,苦瓦,
1794,苦瓦,2,跨,𦝫跨又苦化切,,,苦瓦,
1794,苦瓦,3,骻,上同,,,苦瓦,
1794,苦瓦,4,㡁,㡁衿袍也,,,苦瓦,
1794,苦瓦,5,銙,帶飾,,,苦瓦,
1794,苦瓦,6,𢄳,帛衣,,,苦瓦,
1794,苦瓦,7,𡕒,跨步又口化切,,,苦瓦,
1795,叉瓦,1,䂳,好雌黃又瓦切又七火切一,,,叉瓦,
1796,丑寡,1,䊬,䊬榖南人食之或云茙葵丑寡切一,,右上原作P厂果，此準《康熙字典》,丑寡,
1797,沙瓦,1,葰,葰人縣名沙瓦切三,,,沙瓦,
1797,沙瓦,2,𧫝,強事言語,,,沙瓦,
1797,沙瓦,3,傻,傻俏不仁,,,沙瓦,
1798,丑下,1,奼,嬌奼也丑下切又陟嫁切一,,,丑下,
1799,盧下,1,藞,玉篇云藞槎泥不熟皃盧下切一,,,盧下,
1800,餘兩,1,養,育也樂也飾也字從羊食又姓孝子傳有養奮餘兩切七,,,餘兩,
1800,餘兩,2,痒,皮痒,,,餘兩,
1800,餘兩,3,癢,上同,,,餘兩,
1800,餘兩,4,瀁,[混/滉]瀁水皃,,,餘兩,
1800,餘兩,5,蛘,蟻名說文曰搔蝆也,,,餘兩,
1800,餘兩,6,勨,勉也又音象,,,餘兩,
1800,餘兩,7,𧓲,蟲名,,,餘兩,
1801,徐兩,1,像,似也徐兩切十一,,,徐兩,
1801,徐兩,2,象,說文曰象長鼻牙南越大獸三季一乳象耳牙四足之形爾雅曰南方之美者有梁山之犀象,,,徐兩,
1801,徐兩,3,蟓,桑上繭,,,徐兩,
1801,徐兩,4,橡,櫟實,,,徐兩,
1801,徐兩,5,襐,未笄冠者之首飾也,,,徐兩,
1801,徐兩,6,勨,勉也又音養,,,徐兩,
1801,徐兩,7,鱌,魚名似魟白鼻長也,,,徐兩,
1801,徐兩,8,潒,潒逺,,,徐兩,
1801,徐兩,9,𨖶,草名,,,徐兩,
1801,徐兩,10,𦺨,行也,,,徐兩,
1801,徐兩,11,嶑,山名,,,徐兩,
1802,即兩,1,㢡,勸也助也成也譽也厲也即兩切六,,,即兩,
1802,即兩,2,獎,上同說文本作𤟌嗾犬厲之也,,,即兩,
1802,即兩,3,䉃,剖竹未去節也又秦杖切,,,即兩,
1802,即兩,4,槳,檝屬,,,即兩,
1802,即兩,5,㯍,上同,,,即兩,
1802,即兩,6,蔣,國名亦姓風俗通云周公之𦙍又漢複姓漢有曲陽令蔣匠熙又子羊切,,,即兩,
1803,良㢡,1,㒳,說文曰再也易云參天㒳地今通作兩良㢡切八,,,良㢡,
1803,良㢡,2,兩,上同說文曰二十四銖爲一兩,,,良㢡,
1803,良㢡,3,脼,膎脼,,,良㢡,
1803,良㢡,4,𣓈,松脂,,,良㢡,
1803,良㢡,5,緉,雙履,,,良㢡,
1803,良㢡,6,蜽,蛧蜽蟲名說文曰蛧蜽山川之精物也國語曰木石之怪夔蛧蜽亦作魍魎,,,良㢡,
1803,良㢡,7,魎,見上注,,,良㢡,
1803,良㢡,8,㔝,㔝勥力拒,,,良㢡,
1804,於兩,1,鞅,牛羈也說文頸[靻/靼]也於兩切十一,,,於兩,
1804,於兩,2,柍,木名,,,於兩,
1804,於兩,3,秧,秧穰禾稠也又音央,,,於兩,
1804,於兩,4,䬬,飽皃,,,於兩,
1804,於兩,5,詇,早知也,,,於兩,
1804,於兩,6,岟,岟山足,,,於兩,
1804,於兩,7,駚,駚驡馬皃,,,於兩,
1804,於兩,8,炴,火光,,,於兩,
1804,於兩,9,𧵌,無[資/貲]量謂無極限也,,,於兩,
1804,於兩,10,怏,怏悵也又於亮切,,,於兩,
1804,於兩,11,紻,冠纓,,,於兩,
1805,其兩,1,勥,[追/迫]也勉力也其兩切五,,,其兩,
1805,其兩,2,彊,說文云弓有力也或作強又姓前秦録有將軍強求又其良切,,,其兩,
1805,其兩,3,弜,弓有力也,,,其兩,
1805,其兩,4,誩,競言,,,其兩,
1805,其兩,5,滰,乾米之皃,,,其兩,
1806,魚兩,1,仰,偃仰也說文舉也魚兩切三,,,魚兩,
1806,魚兩,2,䒢,昌蒲别名,,,魚兩,
1806,魚兩,3,卬,望也欲有所度,,,魚兩,
1807,初兩,1,磢,瓦石洗物初兩切六,,,初兩,
1807,初兩,2,㼽,上同,,,初兩,
1807,初兩,3,𠞮,皮傷,,,初兩,
1807,初兩,4,搶,頭搶地見史記又七良七養二切,,,初兩,
1807,初兩,5,漺,[淨/凈]也,,,初兩,
1807,初兩,6,愴,愴怳失意皃又音創,,,初兩,
1808,息兩,1,想,思想也息兩切二,,,息兩,
1808,息兩,2,鯗,乾魚腊也,,,息兩,
1809,諸兩,1,掌,手掌又姓晉有琅耶掌同前涼有燉煌掌據諸兩切三,𤓯上原作𠃊,,諸兩,
1809,諸兩,2,仉,姓梁公子仉䁈後也,𤓯上原作𠃊,,諸兩,
1809,諸兩,3,𤓯,反爪,𤓯上原作𠃊,,諸兩,
1810,踈兩,1,𤕤,明也差也烈也猛也貴也踈兩切九,,,踈兩,
1810,踈兩,2,爽,上同,,,踈兩,
1810,踈兩,3,𦄍,屩中絞繩,,,踈兩,
1810,踈兩,4,鷞,鷞鳩,,,踈兩,
1810,踈兩,5,塽,塽塏髙也,,,踈兩,
1810,踈兩,6,樉,木名,,,踈兩,
1810,踈兩,7,㼽,半瓦,,,踈兩,
1810,踈兩,8,漺,[淨/凈]也又初兩切,,,踈兩,
1810,踈兩,9,䫪,醜皃,,,踈兩,
1811,許兩,1,響,聲也許兩切八,,,許兩,
1811,許兩,2,饗,歆饗,,,許兩,
1811,許兩,3,蠁,說文曰知聲蟲也,,,許兩,
1811,許兩,4,䖮,上同,,,許兩,
1811,許兩,5,亯,獻也祭也臨也向也歆也書傳云奉上謂之亯,,,許兩,
1811,許兩,6,亨,上同亦作享,,,許兩,
1811,許兩,7,嚮,爾雅兩階閒謂之嚮本亦作郷又音向,,,許兩,
1811,許兩,8,曏,不久也又音向,,,許兩,
1812,昌兩,1,敞,髙也昌兩切七,,,昌兩,
1812,昌兩,2,𢠵,𢠵怳驚皃,,,昌兩,
1812,昌兩,3,氅,鶖鳥毛也,,,昌兩,
1812,昌兩,4,𪅶,上同,,,昌兩,
1812,昌兩,5,廠,屋也出方言又音唱,,,昌兩,
1812,昌兩,6,䟫,[䟫/𣥺]踞也又主尚直庚二切,,,昌兩,
1812,昌兩,7,僘,僘寛也,,,昌兩,
1813,居兩,1,繈,絲有纇又孟康曰繈錢貫也俗作鏹居兩切五,,,居兩,
1813,居兩,2,鏹,俗見上注,,,居兩,
1813,居兩,3,襁,襁褓負兒衣博物志云襁織縷爲之廣八寸長二尺以約小兒於背上,,,居兩,
1813,居兩,4,膙,筋頭,,,居兩,
1813,居兩,5,憼,敬也說文音景,,,居兩,
1814,直兩,1,丈,說苑曰十尺爲丈直兩切四,,,直兩,
1814,直兩,2,杖,說文曰持也大戴禮曰武王踐阼爲杖之銘曰惡乎失道於嗜慾惡乎相忘於富貴吕氏春秋曰孔子見弟子抱杖而問其父母柱杖而問其兄弟曵杖而問其妻子尊卑之差也禮曰苴杖竹也削杖桐也,,,直兩,
1814,直兩,3,仗,憑仗本又音去聲,,,直兩,
1814,直兩,4,㽴,病也,,,直兩,
1815,丑兩,1,昶,通也明也舒也丑兩切二,,,丑兩,
1815,丑兩,2,鋹,利也,,,丑兩,
1816,居往,1,獷,獷平縣在漁陽居往切又居猛切一,,,居往,
1817,如兩,1,壤,土也書傳曰無塊曰壤風土記曰擊壤者以木作之前廣後銳長尺三四寸其形如履臘節僮少以爲戲也逸士傳曰堯時有壤父擊於康衢藝經曰擊壤古戲又漢複姓孔子弟子有壤駟赤如兩切八,,,如兩,
1817,如兩,2,䖆,䖆菜爲𦵔,,,如兩,
1817,如兩,3,䑋,肥蜀人云,,,如兩,
1817,如兩,4,穰,豐穰又汝羊切,,,如兩,
1817,如兩,5,蠰,蟲名似雞而小,,,如兩,
1817,如兩,6,攘,擾攘又汝羊切,,,如兩,
1817,如兩,7,躟,躟躟行疾皃,,,如兩,
1817,如兩,8,𥗝,惡雌黃,,,如兩,
1818,書兩,1,賞,賜也又吳姓有賞氏書兩切五,,,書兩,
1818,書兩,2,𩞧,日西食,,,書兩,
1818,書兩,3,𩞃,上同,,,書兩,
1818,書兩,4,饟,周人呼餉食,,,書兩,
1818,書兩,5,曏,少時也又火亮切,,,書兩,
1819,妃兩,1,髣,髣髴亦作彷彿妃兩切六,,,妃兩,
1819,妃兩,2,彷,彷彿俗,,,妃兩,
1819,妃兩,3,仿,說文曰相似也,,,妃兩,
1819,妃兩,4,紡,績紡,,,妃兩,
1819,妃兩,5,鶭,鸅鸆鳥蒼黒色常在澤中俗呼爲護澤,,,妃兩,
1819,妃兩,6,䲱,上同,,,妃兩,
1820,文兩,1,网,网罟說文曰网庖羲所結繩以田以漁也丗本曰庖羲臣芒所作五經文字作罔俗作冈文兩切十二,,,文兩,
1820,文兩,2,網,上同,,,文兩,
1820,文兩,3,罔,上同又無也,,,文兩,
1820,文兩,4,輞,車輞,,,文兩,
1820,文兩,5,棢,上同,,,文兩,
1820,文兩,6,惘,惘然失志皃,,,文兩,
1820,文兩,7,菵,菵草,,,文兩,
1820,文兩,8,誷,誷誣,,,文兩,
1820,文兩,9,𡔞,上同,,,文兩,
1820,文兩,10,𦖉,耳疾,,,文兩,
1820,文兩,11,蛧,蛧蜽,,,文兩,
1820,文兩,12,魍,魍魎上同,,,文兩,
1821,分网,1,昉,明也分网切四,,,分网,
1821,分网,2,倣,學也,,,分网,
1821,分网,3,放,上同,,,分网,
1821,分网,4,瓬,周禮有瓬人爲簋者蓋摶埴之工又音甫,,,分网,
1822,紆往,1,枉,邪曲也亦姓今虢州有[-/之]紆往切四,,,紆往,
1822,紆往,2,𢽃,曲侵,,,紆往,
1822,紆往,3,𣢫,佞人,,,紆往,
1822,紆往,4,汪,汪陶縣在鴈門又烏光切,,,紆往,
1823,于兩,1,往,之也去也行也至也于兩切二,,,于兩,
1823,于兩,2,暀,德也是也光也爾雅曰暀暀皇皇美也,,,于兩,
1824,許昉,1,怳,𢠵怳許昉切二,,,許昉,
1824,許昉,2,𧧢,夢中言也又火光切,,,許昉,
1825,七兩,1,搶,七兩切又初兩七羊二切二,,,七兩,
1825,七兩,2,摤,上同,,,七兩,
1826,知丈,1,長,大也又漢複姓晉有長兒魯少事智伯智伯絕之三年其後死智伯之難知丈切又直張切一,,,知丈,
1827,時掌,1,上,登也升也時掌切又音尚二,,,時掌,
1827,時掌,2,丄,古文,,,時掌,
1828,求往,1,俇,楚詞注云俇俇遑遽皃求往切一,,,求往,
1829,俱往,1,臩,說文曰驚走也一曰往來皃俱往切四,,,俱往,
1829,俱往,2,迋,欺怨,,,俱往,
1829,俱往,3,𠏤,載器也出埤蒼,,,俱往,
1829,俱往,4,逛,走皃,,,俱往,
1830,毗養,1,𩦠,姓也毗養切一,,,毗養,
1831,初丈,1,䫪,醜也初丈切二,,,初丈,
1831,初丈,2,傸,惡也,,,初丈,
1832,徒朗,1,蕩,大也又水名出湯隂又姓宋之公族也徒朗切十二,刪暘,,徒朗,
1832,徒朗,2,崵,山名漢髙帝隱處,刪暘,,徒朗,
1832,徒朗,3,婸,[滛/淫]戲皃,刪暘,,徒朗,
1832,徒朗,4,𥯕,大竹筩,刪暘,,徒朗,
1832,徒朗,5,潒,水大之皃又[洗/洸]潒也,刪暘,,徒朗,
1832,徒朗,6,𢠽,放𢠽或作婸,刪暘,,徒朗,
1832,徒朗,7,愓,不憂,刪暘,,徒朗,
1832,徒朗,8,璗,玉名說文曰金之美與玉同色者也,刪暘,,徒朗,
1832,徒朗,9,盪,滌盪搖動皃說文曰滌器也又吐浪切,刪暘,,徒朗,
1832,徒朗,10,䑗,舂也[持/冶]米精也,刪暘,,徒朗,
1832,徒朗,11,簜,大竹,刪暘,,徒朗,
1832,徒朗,12,嵣,嵣㟐山皃,刪暘,,徒朗,
1833,蘇朗,1,顙,頟也蘇朗切四,,,蘇朗,
1833,蘇朗,2,𣞙,鼓匡木也,,,蘇朗,
1833,蘇朗,3,𣡆,上同,,,蘇朗,
1833,蘇朗,4,磉,柱下石也,,,蘇朗,
1834,古晃,1,廣,大也闊也古晃切二,,,古晃,
1834,古晃,2,鄺,姓出廬江,,,古晃,
1835,北朗,1,榜,木片北朗切六,,,北朗,
1835,北朗,2,牓,題牓,,,北朗,
1835,北朗,3,𣮧,毛𣮧罽文,,,北朗,
1835,北朗,4,螃,陸居蝦蟆,,,北朗,
1835,北朗,5,蒡,牛蒡菜,,,北朗,
1835,北朗,6,䰃,䰃𣰶亂毛,,,北朗,
1836,子朗,1,駔,會馬市人又牡馬也子朗切三,,,子朗,
1836,子朗,2,驡,駚驡馬容,,,子朗,
1836,子朗,3,髒,骯髒體盤,,,子朗,
1837,奴朗,1,曩,久也奴朗切二,,,奴朗,
1837,奴朗,2,灢,泱灢水不淨見海賦,,,奴朗,
1838,胡朗,1,沆,沆瀣氣也胡朗切六,,,胡朗,
1838,胡朗,2,骯,骯髒體盤,,,胡朗,
1838,胡朗,3,䟘,伸脛也,,,胡朗,
1838,胡朗,4,𡕬,直項之皃,,,胡朗,
1838,胡朗,5,蚢,貝大者如車輞爾雅作魧,,,胡朗,
1838,胡朗,6,吭,聲也,,,胡朗,
1839,他朗,1,曭,日不明他朗切十二,,,他朗,
1839,他朗,2,儻,倜儻不羈又他浪切,,,他朗,
1839,他朗,3,偒,長皃,,,他朗,
1839,他朗,4,戃,戃慌失意皃,,,他朗,
1839,他朗,5,矘,矘䁳目無精,,,他朗,
1839,他朗,6,𥯕,說文曰大竹筩也,,,他朗,
1839,他朗,7,帑,金帛舎又音奴,,,他朗,
1839,他朗,8,爣,爣朗火光寬明,,,他朗,
1839,他朗,9,𣎲,𣎲[𦟮/㬻]月不明也,,,他朗,
1839,他朗,10,㼒,大𤓰名又㼒㼒長皃,,,他朗,
1839,他朗,11,㿩,白㿩,,,他朗,
1839,他朗,12,攩,攩㨪搥打,,,他朗,
1840,模朗,1,莽,草莽說文曰南昌謂犬善逐兔於艸中爲莽又姓前漢反者馬何羅後漢明德馬后恥與同宗改爲莽氏模朗切又莫古切十,,,模朗,
1840,模朗,2,茻,說文曰衆艸也,,,模朗,
1840,模朗,3,壾,吳[王/主]孫休子名見吳志,,,模朗,
1840,模朗,4,䁳,無一睛,,,模朗,
1840,模朗,5,䒎,䒍䒎無色狀,,,模朗,
1840,模朗,6,㬒,日無光,,,模朗,
1840,模朗,7,䥈,鈷䥈又莫古切,,,模朗,
1840,模朗,8,蠎,蛇最大者,,,模朗,
1840,模朗,9,漭,漭沆水大,,,模朗,
1840,模朗,10,㟐,嵣㟐山皃,,,模朗,
1841,多朗,1,黨,釋名曰五百家爲黨黨長也一聚所尊長也又輩也美也累也說文曰不鮮也多朗切五,,,多朗,
1841,多朗,2,讜,直言,,,多朗,
1841,多朗,3,欓,木名,,,多朗,
1841,多朗,4,䣣,地名說文作䣊,,,多朗,
1841,多朗,5,𧅗,草名,,,多朗,
1842,盧黨,1,朗,明也亦姓出姓苑盧黨切七,,,盧黨,
1842,盧黨,2,朖,並上同,,,盧黨,
1842,盧黨,3,誏,並上同,,,盧黨,
1842,盧黨,4,俍,俍偒長皃,,,盧黨,
1842,盧黨,5,崀,嵻崀山空,,,盧黨,
1842,盧黨,6,榔,木名,,,盧黨,
1842,盧黨,7,㝗,㝩㝗空虚,,,盧黨,
1843,烏朗,1,坱,塵埃也烏朗切十,,,烏朗,
1843,烏朗,2,姎,女人自稱姎我又烏郎切,,,烏朗,
1843,烏朗,3,映,映㬒不明,,,烏朗,
1843,烏朗,4,泱,滃泱水皃,,,烏朗,
1843,烏朗,5,咉,咉咉咽悲也,,,烏朗,
1843,烏朗,6,醠,濁酒,,,烏朗,
1843,烏朗,7,䇦,竹名玉篇云䇦無色也,,,烏朗,
1843,烏朗,8,盎,盆也又烏浪切,,,烏朗,
1843,烏朗,9,駚,駚驡馬容,,,烏朗,
1843,烏朗,10,軮,軮軋聲也,,,烏朗,
1844,苦朗,1,慷,慷𠌰竭誠也苦朗切七,*心在下,,苦朗,
1844,苦朗,2,忼,上同,*心在下,,苦朗,
1844,苦朗,3,𡻚,𡻚崀山空,*心在下,,苦朗,
1844,苦朗,4,骯,骯髒體盤,*心在下,,苦朗,
1844,苦朗,5,䡉,車䡉之名,*心在下,,苦朗,
1844,苦朗,6,㝩,㝩㝗空虛,*心在下,,苦朗,
1844,苦朗,7,懬,大也又丘廣切說文又口謗切,*心在下,,苦朗,
1845,烏晃,1,㳹,大水烏晃切二,,,烏晃,
1845,烏晃,2,瀇,水深廣皃,,,烏晃,
1846,胡廣,1,晃,明也暉也光也亦作晄胡廣切七,,,胡廣,
1846,胡廣,2,幌,帷幔也晉惠起居注云有雲母幌,,,胡廣,
1846,胡廣,3,櫎,兵欄,,,胡廣,
1846,胡廣,4,榥,讀書牀也,,,胡廣,
1846,胡廣,5,滉,滉瀁水皃,,,胡廣,
1846,胡廣,6,攩,搥打又吐朗切,,,胡廣,
1846,胡廣,7,皝,人名前燕慕容皝也,,,胡廣,
1847,匹朗,1,髈,髀吳人云髈匹朗切二,,,匹朗,
1847,匹朗,2,䒍,䒍䒎無色,,,匹朗,
1848,呼晃,1,慌,戃慌呼晃切七,,,呼晃,
1848,呼晃,2,爌,爌朗寬明也又苦晃切,,,呼晃,
1848,呼晃,3,𡧽,𡧽㝗也,,,呼晃,
1848,呼晃,4,䁜,䁳䁜目疾出新字林,,,呼晃,
1848,呼晃,5,㬻,𣎲㬻月不明皃,,,呼晃,
1848,呼晃,6,𣆖,日旱熱也,,,呼晃,
1848,呼晃,7,𧧢,萝言也,,,呼晃,
1849,各朗,1,䴚,鹽澤也各朗切四,,,各朗,
1849,各朗,2,𨟼,並上同,,,各朗,
1849,各朗,3,㽘,並上同,,,各朗,
1849,各朗,4,䟘,伸脛也,,,各朗,
1850,五朗,1,䭹,馬怒驚驡䭹也五朗切一,,,五朗,
1851,徂朗,1,奘,大也徂朗切一,,,徂朗,
1852,麁朗,1,蒼,莽蒼麁朗切一,,,麁朗,
1853,呼朗,1,汻,姓今涇州有之呼朗切三,,,呼朗,
1853,呼朗,2,酐,苦酒,,,呼朗,
1853,呼朗,3,𤰟,鹵𤰟,,,呼朗,
1854,丘晃,1,懬,大也寬也怨也丘晃切三,,,丘晃,
1854,丘晃,2,䡉,䡉䡉𨋕也,,,丘晃,
1854,丘晃,3,爌,爌朗寬明也又火光,,,丘晃,
1855,古杏,1,梗,梗直也又桔梗藥名古杏切九,,,古杏,
1855,古杏,2,挭,挭槩大略,,,古杏,
1855,古杏,3,哽,哽咽,,,古杏,
1855,古杏,4,郠,邑名在莒,,,古杏,
1855,古杏,5,綆,井索,,,古杏,
1855,古杏,6,鯁,刺在喉又骨鯁謇諤之臣,,,古杏,
1855,古杏,7,埂,堤封吳人云也,,,古杏,
1855,古杏,8,骾,骨骾,,,古杏,
1855,古杏,9,𧋑,蟲名,,,古杏,
1856,兵永,1,丙,辰名爾雅云太𡻕在丙曰柔兆又光也明也又姓風俗通云齊有大夫丙歜兵永切九,,,兵永,
1856,兵永,2,昞,亮也亦作昺,,,兵永,
1856,兵永,3,怲,憂也,,,兵永,
1856,兵永,4,邴,邑名在泰山又姓左傳晉有大夫邴預又音柄,,,兵永,
1856,兵永,5,炳,炳煥明也,,,兵永,
1856,兵永,6,秉,執持又十六斗曰藪十藪曰秉又姓漢書有秉漢,,,兵永,
1856,兵永,7,窉,爾雅云三月爲窉本亦作寎又兄病孚命區詠三切,,,兵永,
1856,兵永,8,苪,著也,,,兵永,
1856,兵永,9,蛃,蛃蟲名,,,兵永,
1857,居影,1,警,寤也戒也居影切八,,,居影,
1857,居影,2,儆,上同,,,居影,
