漢字號,小韻號,漢字,字義解釋
14830,2141,漬,浸潤又漚也疾智切八
14831,2141,眥,目眥又在計切
14832,2141,𦎸,䍴𦎸
14833,2141,㧘,說文積也一曰搣頰旁也
14834,2141,㱴,骨也又獸死
14835,2141,髊,髊枯骨見呂氏春秋
14836,2141,骴,鳥鼠殘骨
14837,2141,胔,上同又骨有𠟼也
14838,2142,智,知也又姓晉有智伯知義切三
14839,2142,𣉻,古文
14840,2142,潪,水名
14841,2143,倚,侍也因也加也於義切又於蟻切三
14842,2143,輢,車輢
14843,2143,陭,陭氏縣在上黨又於奇切
14844,2144,縋,繩懸也馳僞切七
14845,2144,膇,重膇病或作㾽
14846,2144,槌,蠶槌
14847,2144,錘,稱錘或作鎚又直危切
14848,2144,腄,縣名在車萊
14849,2144,甀,小口甖
14850,2144,硾,鎮也呂氏春秋云硾之以石
14851,2145,吹,鼓吹也月令曰命樂正習吹尺僞切又尺爲切三
14852,2145,䶴,古文
14853,2145,𥞃,䄲糶
14854,2146,戲,戲弄也施也謔也歇也說文曰三軍之偏也一曰兵也又姓魏志有潁川戲志才香義切二
14855,2146,嚱,聲也
14856,2147,企,望也去智切六
14857,2147,𢺵,傾也
14858,2147,跂,垂足坐又舉足望也
14859,2147,𨑤,避也
14860,2147,蚑,蟲行
14861,2147,吱,行喘息皃
14862,2148,縊,自經死也於賜切三
14863,2148,㱲,物凋死又脚手小病
14864,2148,螠,螠女蟲案爾雅曰蜆縊女郭璞云小黑蟲赤頭喜自經死故曰縊女字俗從虫
14865,2149,翅,鳥翼施智切十三
14866,2149,翄,
14867,2149,𦐊,並上同
14868,2149,施,易曰雲行雨施又式支切
14869,2149,馶,馬強
14870,2149,啻,不啻
14871,2149,鍦,短矛
14872,2149,䗐,爾雅曰蛄䗐強䖹郭璞云今米穀中蠹小黑蟲是也建平人呼爲䖹子
14873,2149,䧴,鳥名本又音支
14874,2149,卶,有大度也
14875,2149,𤖻,几也
14876,2149,㒾,㒾𠕦面衣
14877,2149,翨,鳥翮又居豉切
14878,2150,屣,履不躡跟孟子曰舜去天下如脫敝屣所寄切又所綺切五
14879,2150,灑,灑埽說文汛也
14880,2150,𩌦,靴屬
14881,2150,襹,褷襹毛羽衣皃
14882,2150,曬,暴也
14883,2151,觖,望也窺瑞切又音決一
14884,2152,餧,餧飯也於僞切四
14885,2152,萎,萎牛
14886,2152,䍴,羊相䍴𦎸又音委
14887,2152,𣨙,禮記注益州有鹿𣨙
14888,2153,僞,假也欺也詐也危睡切一
14889,2154,毀,男八歲女七歲而毀齒況僞切一
14890,2155,恚,怒恨也於避切二
14891,2155,㜇,說文曰不說也
14892,2156,睡,眠睡是僞切四
14893,2156,瑞,祥瑞也符也應也說文曰以玉爲信又姓出姓苑
14894,2156,𨿠,鴟鳥別名又音垂
14895,2156,䅜,小積
14896,2157,馶,強也居企切二
14897,2157,翨,鳥翮說文云鳥之彊羽猛者周禮翨氏掌攻猛鳥又音翅
14898,2158,䄲,內也而瑞切一
14899,2159,卶,充豉切有大慶也一
14900,2160,䅗,禾四把也思累切二
14901,2160,瀡,滑也
14902,2161,娷,竹恚切飢聲二
14903,2161,諈,諈諉累也
14904,2162,瓗,玉名以睡切四
14905,2162,纗,絃中絕也
14906,2162,䜜,䜜恨也言
14907,2162,贀,贀㛪也
14908,2163,諉,諈諉累也女恚切三
14909,2163,㨅,內也又姓
14910,2163,㢻,㢰㢻弓皃
14911,2164,瞡,規恚切視也一
14912,2165,𧙁,爭義切衣不展也二
14913,2165,𤿙,𤿙皺皮不展也
14914,2166,孈,呼恚切過也一
14915,2167,㞆,跛也卿義切二
14916,2167,掎,跛也說文曰偏引也又居綺切
14917,2168,至,到也說文曰鳥飛从高下至地也篆文象形脂利切十三
14918,2168,摯,國名亦持也又姓左傳周禮有摯荒
14919,2168,贄,執贄也周禮云以禽作六贄以等諸臣孤執皮帛卿執羔大夫執鴈士執雉庶人執鶩工商執鷄本亦作摯
14920,2168,鷙,擊鳥
14921,2168,礩,柱下石又音質
14922,2168,䥍,田器說文曰羊箠也端有鐵又先列切
14923,2168,鴲,雀鷇
14924,2168,懥,怒也
14925,2168,䲀,魚名
14926,2168,𩊝,杠絲名亦作𩊞
14927,2168,𩊞,杠絲名亦作𩊞
14928,2168,𢄢,禮巾
14929,2168,𡠗,至也
14930,2169,位,正也列也莅也中庭之左右謂之位于愧切一
14931,2170,郿,縣名在岐州明祕切又音眉十
14932,2170,媚,嫵媚
14933,2170,魅,魑魅
14934,2170,鬽,魑魅
14935,2170,篃,竹名
14936,2170,蝞,蝞似蝦寄生龜殼中食之益人顏色
14937,2170,嚜,嚜杘小兒多詐獪
14938,2170,䉋,笋冬生名
14939,2170,煝,焅熱
14940,2170,娓,從也又音眉音尾
14941,2171,遂,達也進也成也安也止也往也從志也又州名又姓出姓苑徐醉切二十四
14942,2171,彗,帚也一曰妖星又音歲又囚芮切
14943,2171,隧,埏隧墓道也俗作𡑞
14944,2171,襚,贈襚
14945,2171,旞,羽繫旌上
14946,2171,璲,玉也詩曰鞙鞙佩璲鄭玄謂以瑞玉爲佩
14947,2171,檖,陽檖木名一曰赤羅子似梨小酢可食詩云隰有樹檖
14948,2171,𣔾,陽檖木名一曰赤羅子似梨小酢可食詩云隰有樹檖
14949,2171,𤓫,說文曰塞上亭守㷭火者
14950,2171,𤎩,說文曰塞上亭守㷭火者
14951,2171,燧,上同又論語云鑽燧改火
14952,2171,澻,田閒小溝
14953,2171,䡵,輰䡵車也
14954,2171,鐆,陽鐆可取火於日中
14955,2171,鐩,陽鐆可取火於日中
14956,2171,穟,禾秀說文曰禾穗之皃
14957,2171,𦼯,禾秀說文曰禾穗之皃
14958,2171,蔧,王蔧草
14959,2171,𦂁,佩玉緣也
14960,2171,㒸,從意也
14961,2171,𥝩,禾稷成皃說文曰禾成秀人所收从爪禾
14962,2171,穗,禾稷成皃說文曰禾成秀人所收从爪禾
14963,2171,䉌,籧篨
14964,2171,𩏚,囊組名或作韢
14965,2172,醉,說文曰醉卒也各卒其度量不至於亂也將遂切二
14966,2172,檇,左氏傳曰越敗吳於檇李又遵爲切
14967,2173,邃,深也遠也雖遂切九
14968,2173,祟,禍祟
14969,2173,誶,言也詩云歌以誶止
14970,2173,粹,易曰純粹精也
14971,2173,睟,視皃又潤澤皃
14972,2173,𠭥,說文云楚人謂卜問吉凶曰𠭥
14973,2173,賥,貨也
14974,2173,譢,讓也諫也告也問也
14975,2173,𢢝,意思深也
14976,2174,類,善也法也等也種也說文云種類相似唯犬爲甚从犬頪力遂切九
14977,2174,淚,涕淚俗作㴃
14978,2174,瓃,王器又力追切
14979,2174,𦝭,血祭說文音律
14980,2174,垒,垒塹也出字林
14981,2174,蘱,爾雅曰蘱薡蕫郭璞云似蒲而細
14982,2174,纍,係也
14983,2174,䇐,臨也又力地切
14984,2174,禷,祭名
14985,2175,祕,密也神也視也勞也又姓西秦錄有僕射祕宜俗作秘兵媚切十五
14986,2175,毖,告也慎也一曰遠也
14987,2175,閟,閟閉
14988,2175,轡,馬轡說文作𦆕
14989,2175,柲,戟柄左傳有鏚柲
14990,2175,鉍,戟柄左傳有鏚柲
14991,2175,泌,泉皃
14992,2175,鄪,邑名在魯
14993,2175,費,邑名在魯
14994,2175,䀣,直視也
14995,2175,䪐,弓絏
14996,2175,𠨘,好皃
14997,2175,粊,惡米又魯東郊地名說文作䉾
14998,2175,䉾,惡米又魯東郊地名說文作䉾
14999,2175,𡛗,女子
15000,2176,匱,竭也乏也說文曰匣也又姓何氏姓苑云今廬江人求位切十一
15001,2176,蕢,草器也
15002,2176,臾,上同今作𠀐貴𠳋皆從之
15003,2176,饋,餉也
15004,2176,餽,餉也
15005,2176,𦆠,織餘
15006,2176,櫃,櫃篋
15007,2176,樻,木名又腫節名又口愧切
15008,2176,鞼,繡韋也盾綴革也亦作𩏡
15009,2176,簣,土籠
15010,2176,𩌃,馬韁
15011,2177,濞,水聲匹備切六
15012,2177,嚊,喘聲
15013,2177,䑄,盛肥
15014,2177,㿙,氣滿
15015,2177,𦤢,敗皃又魚名
15016,2177,淠,水名在汝南
15017,2178,備,備具也防也咸也皆也副也慎也成也又姓風俗通云宋封人備之後平祕切十七
15018,2178,俻,俗
15019,2178,𤰇,說文具也
15020,2178,𤰈,古文
15021,2178,𡚤,怒也又一曰迫也
15022,2178,奰,上同見經典省
15023,2178,䑄,壯大
15024,2178,糒,糗也
15025,2178,犕,牛具齒
15026,2178,絥,說文曰車絥也
15027,2178,鞴,說文曰車絥也
15028,2178,𩎓,說文曰車絥也
15029,2178,贔,贔屓壯士作力皃
15030,2178,𣖾,木名出蜀其穗可食
15031,2178,㣁,以筋帖弓
15032,2178,䨽,鳥如梟又孚尾切
15033,2178,㸢,牑模
15034,2179,媿,慙媿俱位切六
15035,2179,愧,
15036,2179,聭,
15037,2179,謉,並上同
15038,2179,騩,馬色淺黑
15039,2179,䁛,大視
15040,2180,帥,將帥也曹憲文字指歸云佩巾也所類切又所律切二
15041,2180,率,鳥網也又所律切
15042,2181,喟,大息也丘愧切又苦拜切九
15043,2181,嘳,大息也丘愧切又苦拜切九
15044,2181,樻,樻梧椐木腫節可爲杖
15045,2181,䯣,膝加地也
15046,2181,䰎,髻屈髮也
15047,2181,腃,筋節急也
15048,2181,䙡,紐也俗又作𧝷
15049,2181,尯,㝿也
15050,2181,𨌗,地名在洛陽
15051,2182,豷,豕息也許位切二
15052,2182,燹,火也字統音銑
15053,2183,嗜,嗜慾常利切六
15054,2183,𩝙,
15055,2183,𨢍,並上同
15056,2183,視,看視又音是
15057,2183,眎,
15058,2183,眡,並古文
15059,2184,利,吉也說文銛也亦州名華陽國志昔蜀王封弟於漢中号曰苴侯因命其邑曰葭萌秦滅蜀置巴蜀二郡先主改葭萌爲漢壽屬梓潼郡晉爲晉壽南齊分置東晉壽郡於烏奴今州城是又於其郡置西益州梁改爲黎州元帝又改爲利州又舍利獸名亦姓風俗通云漢有利乾爲中山相力至切八
15060,2184,𥝢,古文
15061,2184,䬆,烈風說文音栗
15062,2184,莅,臨也亦作涖
15063,2184,涖,涖涖水聲
15064,2184,痢,病也
15065,2184,䚕,求也
15066,2184,䇐,臨也
15067,2185,膩,肥膩女利切四
15068,2185,𦡸,上同出道書
15069,2185,䁊,目深皃又一活切
15070,2185,䣵,重釀酒也
15071,2186,屁,氣下洩也匹寐切二
15072,2186,䊧,氣下洩也匹寐切二
15073,2187,劓,割鼻漢文帝除𠟼刑劓者笞三百魚器切一
15074,2188,致,至也說文曰送詣也陟利切十五
15075,2188,懫,止也
15076,2188,疐,礙不行也又頓也詩曰載疐其尾疐跲也
15077,2188,𢷟,
15078,2188,𨆫,並俗
15079,2188,躓,礙也頓也說文跲也
15080,2188,𨎌,車前重也
15081,2188,輊,車前重也
15082,2188,騺,馬腳屈也
15083,2188,䞃,賑也亦貝也
15084,2188,𣱐,仆也又於進切
15085,2188,懥,怒也恨也
15086,2188,㨖,刺也又劫財也
15087,2188,質,交質又物相贅又之日切
15088,2188,駤,𩧅駤
15089,2189,棄,說文捐也詰利切五
15090,2189,弃,古文
15091,2189,夡,夡多
15092,2189,㞓,身欹坐一曰尻
15093,2189,蟿,蟿螽蟲名
15094,2190,緻,密也直利切十二
15095,2190,稚,幼稚亦小也晚也又姓史記云湯後因國爲姓
15096,2190,遟,待也又直尸切
15097,2190,稺,晚禾
15098,2190,𦃘,刺𦃘針縫也
15099,2190,𩹈,魚名
15100,2190,治,理也又直之切
15101,2190,𠊷,會物
15102,2190,𢴧,當也對也
15103,2190,謘,語謘
15104,2190,𩋩,履𩋩底也
15105,2190,𦥐,履𩋩底也
15106,2191,寐,寢也臥也息也彌二切二
15107,2191,媢,夫妬婦又音冒
15108,2192,杘,籰柄也又嚜杘多詐丑利切八
15109,2192,𣐉,籰柄也又嚜杘多詐丑利切八
15110,2192,誺,不知
15111,2192,𦥊,叨𦥊也
15112,2192,訵,陰知亦作呬
15113,2192,𡳭,分蠶
15114,2192,跮,跮踱乍前乍卻
15115,2192,𧩼,笑也
15116,2193,冀,九州名爾雅曰兩河閒曰冀州續漢書安平國故信都郡光武師自薊南行太守任光開門出迎今州城是又姓左傳晉大夫冀芮几利切八
15117,2193,兾,上同見經典省
15118,2193,覬,覬覦希望
15119,2193,穊,稠也
15120,2193,驥,騏驥
15121,2193,𩥉,騏驥
15122,2193,洎,𠟼汁又音臮
15123,2193,懻,強力皃
15124,2194,臮,眾與詞也具冀切七
15125,2194,暨,及也至也与也
15126,2194,鱀,魚名鼻在頟上又音忌
15127,2194,洎,潤也及也
15128,2194,垍,堅土
15129,2194,塈,息也又仰塗也
15130,2194,𣽍,水名
15131,2195,悸,心動也其季切五
15132,2195,𠊾,左右兩視也
15133,2195,猤,壯勇皃
15134,2195,痵,病中恐也
15135,2195,𡬄,熟寐也
15136,2196,翠,字林云青羽雀又翠微亦姓急就章有翠鴛鴦七醉切三
15137,2196,濢,下濕
15138,2196,臎,鳥尾上𠟼
15139,2197,二,說文云地之數也而至切五
15140,2197,弍,古文
15141,2197,貳,副也亦攜貳變異也疑也敵也又姓後秦錄有後魏平陽太守貳塵
15142,2197,樲,酸棗
15143,2197,髶,髮飾
15144,2198,恣,縱也資四切二
15145,2198,𣣌,說文曰戰見血曰傷亂或爲惛死而復生爲𣣌又七利切
15146,2199,次,次第也亦三宿曰次又姓呂氏春秋荊有勇士次非七四切九
15147,2199,䳐,鳥名似梟人面山居所經國國必亡出山海經
15148,2199,佽,佽飛漢武官名又助也利也代也遞也及也
15149,2199,䰍,以漆塗器
15150,2199,絘,績所未緝者
15151,2199,𩾔,鳥名
15152,2199,𧊒,蟲似蜘蛛
15153,2199,𣣌,又資四切義見上文
15154,2199,䯸,髮也
15155,2200,懿,美也大也溫柔聖克也又姓後秦錄有吏部郎懿橫秦錄有吏部熱懿橫乙冀切七
15156,2200,饐,食傷熟也
15157,2200,㙪,陰皃
15158,2200,欭,喑欭歎也
15159,2200,鷧,鷧鸕鶿鳥
15160,2200,撎,拜舉手左傳注云若今之揖
15161,2200,亄,貪也
15162,2201,四,說文曰陰數也象四分之形息利切十四
15163,2201,亖,籀文
15164,2201,肆,陳也恣也極也放也說文从隶極陳也又姓何氏姓苑有漁陽太守肆敏
15165,2201,𩬶,陳也恣也極也放也說文从隶極陳也又姓何氏姓苑有漁陽太守肆敏
15166,2201,柶,角匕大喪用之
15167,2201,泗,水名在魯說文曰受沛水東入淮又涕泗也
15168,2201,牭,牛四歲
15169,2201,𧳙,爾雅云狸子𧳙
15170,2201,㣈,鼠名說文曰㣇屬㣇羊至切俗作𨽼
15171,2201,駟,一乘四馬
15172,2201,𦞤,腦蓋
15173,2201,蕼,堇也說文曰赤蕼也
15174,2201,肂,埋棺坎下
15175,2201,𦉭,古文
15176,2202,器,器皿史記曰舜作什器於壽丘又姓出姓苑去冀切一
15177,2203,季,昆季也又少也小稱也亦姓左傳魯有季友又漢複姓四氏晉有唐邑大夫季連齊有鬼方氏第六子名季連其後氏焉晉有祁邑大夫季瓜忽宋有季隨逢世本云周有八士季隨季騧之後騧或作瓜又有魯大夫齊季窺昔齊公子季奔于楚楚遂号爲齊季氏居悸切二
15178,2203,瞡,視皃
15179,2204,鼻,說文曰引气自畀也毗至切十
15180,2204,比,近也又阿黨也又房脂必履扶必三切
15181,2204,枇,細櫛
15182,2204,𤹝,足氣不至
15183,2204,坒,地相次比也亦音邲
15184,2204,襣,司馬相如著犢襣裩
15185,2204,䃾,以豚祠司命也
15186,2204,䫁,首子
15187,2204,䑄,盛也
15188,2204,芘,草名
15189,2205,䁤,恚視也香季切三
15190,2205,婎,醜也又許葵切
15191,2205,睢,恣睢暴戾又許葵切
15192,2205,侐,靜也詩云閟宮有侐火季切又火逼切一
15193,2206,痹,腳冷濕病必至切六
15194,2206,畀,与也
15195,2206,庇,庇廕
15196,2206,𦸣,鼠莞可爲席
15197,2206,䃾,以豚祠司命也
15198,2206,比,近也併也
15199,2207,萃,集也聚也秦醉切六
15200,2207,顇,顦顇
15201,2207,悴,憔悴憂愁
15202,2207,㱖,止㱖
15203,2207,䆊,稻禾黏也
15204,2207,瘁,病也
15205,2208,地,土地說文曰元气初分輕清陽爲天重濁陰爲地萬物所陳𠛱也元命包曰地者易也言養萬物懷任交易變化含吐應節故其立字土力於一者爲地又虜複姓有地連氏地倫氏徒四切二
15206,2208,墬,籀文
15207,2209,齂,鼻息也虛器切六
15208,2209,㕧,呻也又火尸切
15209,2209,屓,贔屓
15210,2209,呬,息也又丑致切陰知也
15211,2209,𤡬,夏后氏有澆𤡬寒浞子名
15212,2209,䨳,說文云見雨而止息曰䨳
15213,2210,肄,習也嫩條也羊至切八
15214,2210,殔,釋名曰假葬於道曰殔說文云瘞也
15215,2210,㡼,倉也
15216,2210,貤,重物次第
15217,2210,勩,勞也
15218,2210,隶,本也及也又音代
15219,2210,㣇,說文曰脩豪獸一曰河內名豕也又徒計切爾雅作貄
15220,2210,𥿫,重多
15221,2211,示,垂示神至切五
15222,2211,諡,易名又申也說文作謚
15223,2211,謚,上同又音益
15224,2211,眎,呈也
15225,2211,貤,重物次第
15226,2212,自,從也用也由也率也疾二切二
15227,2212,嫉,妬也又音疾
15228,2213,墜,落也直類切三
15229,2213,懟,怨也
15230,2213,鎚,好銅半熟
15231,2214,出,尺類切又昌律切一
15232,2215,遺,贈也以醉切又音惟七
15233,2215,𤀷,𤀷清侯出漢書王子侯表
15234,2215,𢣘,忘也出廣雅
15235,2215,蜼,爾雅曰蜼仰鼻而長尾蜼似獮猴鼻露向上尾長數尺末有歧雨即自縣於樹以尾塞鼻又余救切
15236,2215,瞶,目疾
15237,2215,𧔥,蜰𧔥
15238,2215,䗽,蛘䗽蟲名
15239,2216,轛,車橫軨追萃切一
15240,2217,痓,惡也充自切一
15241,2218,屍,似皴皃也矢利切二
15242,2218,詄,詄志
15243,2219,㿷,粟體楚愧切一
15244,2220,㽷,病皃釋類切二
15245,2220,𥤼,方言云深也趙魏閒語
15246,2221,志,意慕也詩云在心爲志爾雅曰骨鏃不翦羽謂之志職吏切七
15247,2221,娡,有莘氏之女𩨬娶之謂之女娡
15248,2221,䓌,遠䓌
15249,2221,誌,記誌
15250,2221,痣,黑子
15251,2221,織,織文錦綺屬又音職
15252,2221,識,標識見禮本音式
15253,2222,值,持也措也捨也當也直吏切五
15254,2222,植,種也又巿力切
15255,2222,治,理也又丈之切
15256,2222,㨁,㨁投
15257,2222,𠍜,或也
15258,2223,寺,寺者司也官之所止有九寺釋名曰寺嗣也治事者相嗣續於其內又漢西域白馬駝經來初止於鴻臚寺遂取寺名剏置白馬寺祥吏切五
15259,2223,嗣,繼也又姓風俗通云衛嗣君後
15260,2223,孠,古文
15261,2223,飤,食也
15262,2223,飼,食也
15263,2224,蛓,蛓毛蟲有毒七吏切四
15264,2224,蚝,
15265,2224,螆,
15266,2224,𧉠,並上同
15267,2225,笥,篋也圓曰簞方曰笥竹器也相吏切四
15268,2225,伺,伺候也察也
15269,2225,思,念也又音司
15270,2225,覗,覗覰也
15271,2226,試,用也式吏切四
15272,2226,弑,大逆亦作殺
15273,2226,幟,旗幟又音熾
15274,2226,僿,史記云小人以僿
15275,2227,胾,大臠也側吏切六
15276,2227,椔,木立死亦作檣
15277,2227,事,事刃又作剚倳
15278,2227,剚,事刃又作剚倳
15279,2227,倳,上同又置也
15280,2227,鶅,東方雉名又音甾
15281,2228,吏,說文曰治人者也力置切二
15282,2228,𢟤,憂也
15283,2229,字,春秋說題辝曰字者飾也說文乳也又愛也疾置切六
15284,2229,牸,牝牛
15285,2229,孳,孳尾乳化曰孳交接曰尾
15286,2229,茡,爾雅曰茡麻母郭璞云苴麻成子者
15287,2229,芓,爾雅曰茡麻母郭璞云苴麻成子者
15288,2229,孖,雙生子又音咨
15289,2230,眙,直住視丑吏切五
15290,2230,佁,佁儗不前
15291,2230,䰡,癘鬼
15292,2230,𦥊,忿戾
15293,2230,誺,不知
15294,2231,餌,食也說文粉餅也仍吏切十六
15295,2231,𩱓,食也說文粉餅也仍吏切十六
15296,2231,珥,耳飾
15297,2231,衈,開刑書殺雞血祭名周禮注云割牲耳血及毛祭以爲刉衈
15298,2231,毦,氅毦羽毛飾也
15299,2231,咡,口吻
15300,2231,刵,截耳
15301,2231,佴,次也
15302,2231,誀,誘也
15303,2231,洱,水名
15304,2231,䎶,以牲告神神欲聽曰䎶也
15305,2231,㛅,女字
15306,2231,䏪,筋腱
15307,2231,䣵,重釀
15308,2231,眲,耳目不相信也
15309,2231,𦖢,聽音不敢言也
15310,2232,駛,疾也疎吏切七
15311,2232,使,又色里切
15312,2232,𣳪,水名在河南
15313,2232,𧳅,郭璞曰今江東呼貉爲𧲱𧳅
15314,2232,𩰢,烈也
15315,2232,𨽄,山阜突也
15316,2232,𥥥,穴也
15317,2233,廁,說文圊也釋名曰廁雜也言人雜廁其上也又閒也次也初吏切一
15318,2234,異,奇也說文分也羊吏切七
15319,2234,异,异哉歎也退也舉也
15320,2234,潩,水名在河南密縣出文字音義
15321,2234,食,人名漢有酈食其又音蝕
15322,2234,已,過事語辝又去也弃也成也
15323,2234,䔬,連翹草名
15324,2234,廙,恭也敬也
15325,2235,置,安置也驛也設也說文赦也陟吏切二
15326,2235,𢐂,青州呼彈弓
15327,2236,侍,近也從也承也時吏切三
15328,2236,蒔,種蒔
15329,2236,秲,種蒔
15330,2237,事,使也立也由也鉏吏切又側吏切二
15331,2237,𩛌,玉篇云嗜食
15332,2238,忌,忌諱又畏也敬也止也憎惡也亦姓周公忌父之後出風俗通渠記切十三
15333,2238,邔,古縣名在襄陽
15334,2238,惎,教也一曰謀也說文毒也
15335,2238,䋟,連針
15336,2238,鱀,魚名又音臮
15337,2238,鵋,鵋䳢鵂鶹鳥今之角鴟
15338,2238,𧳙,狸子也又音四
15339,2238,誋,告也信也說文誡也
15340,2238,諅,志也說文忌也周書曰上不諅于凶德
15341,2238,梞,梞柎
15342,2238,𢍁,舉也說文音其
15343,2238,帺,繫也又音其
15344,2238,𥭜,竹名
15345,2239,熾,盛也昌志切八
15346,2239,饎,方言云熟食也說文云酒食也
15347,2239,𩜮,說文同上
15348,2239,糦,大祭亦稷也說文同上
15349,2239,幟,又音試音志
15350,2239,𡑠,赤土
15351,2239,哆,哆聲
15352,2239,埴,黏土
15353,2240,意,志也又姓於記切四
15354,2240,鷾,鷾鴯玄鳥也出莊子
15355,2240,亄,貪也又音乙
15356,2240,䵝,深黑
15357,2241,記,記志也說文疏也居吏切一
15358,2242,憙,好也許記切二
15359,2242,嬉,可嬉美姿顏也又音熙
15360,2243,䰯,恐也魚記切六
15361,2243,豙,豕怒毛豎也出說文
15362,2243,㘈,唭㘈無聞見也
15363,2243,譺,啁譺
15364,2243,㽈,大甖
15365,2243,儗,佁儗不前
15366,2244,亟,數也遽也去吏切又紀力切三
15367,2244,唭,唭㘈無聞見也
15368,2244,䀈,䀈居獸名似蝟而赤尾
15369,2245,未,辰名爾雅曰太歲在未曰協洽無沸切八
15370,2245,味,五味酸醎甘苦辛周禮瘍醫以酸養骨以辛養筋以醎養脉以苦養氣以甘養𠟼以滑養竅
15371,2245,菋,五味子藥名五行之精
15372,2245,𩑵,面前
15373,2245,䊊,饘也亦作𥹹
15374,2245,沬,水名
15375,2245,鮇,魚名
15376,2245,𡶎,山名
15377,2246,貴,尊也高也釋名曰貴歸也物所歸仰也說文作䝿亦姓出自陸終之後風俗通有貴遷爲廬江太守居胃切三
15378,2246,瞶,極視
15379,2246,𠐽,使也
15380,2247,胃,腸胃說文作𦞅穀府也于貴切十七
15381,2247,謂,言也告也說文報也
15382,2247,㥜,怫㥜不安也
15383,2247,媦,楚人呼妹公羊傳曰楚王之妻媦
15384,2247,𦩝,運船
15385,2247,緯,經緯又姓
15386,2247,彙,類也說文作𢑷蟲也似豪豬而小爾雅曰彙毛刺是也
15387,2247,蝟,說文同上
15388,2247,渭,水名亦州名書曰終南敦物至于鳥鼠鳥鼠山名渭所出也秦伐義渠始置隴西郡後魏莊帝置渭州因水爲名也
15389,2247,煟,火光
15390,2247,𩹂,魚名山海經曰樂游之山桃水多𩹂魚似蛇而四足
15391,2247,𨾂,獸似鼠
15392,2247,緭,緭繒也
15393,2247,𢍚,草木𢍚孛也
15394,2247,𦳢,草名
15395,2247,䬑,大風
15396,2247,圍,繞也又音韋
15397,2248,魏,魏闕又州名夏觀扈之國春秋時晉地秦爲東郡隋爲武陽郡武德初平竇建德改置魏州亦姓本自周武王母弟受封於畢至畢萬仕晉封魏城後因氏焉出鉅鹿任城二望魚貴切二
15398,2248,犩,犪牛𠟼數千斤又魚歸切
15399,2249,沸,詩曰觱沸檻泉箋云觱沸者謂泉涌出皃方味切十一
15400,2249,疿,熱生小瘡
15401,2249,芾,毛萇詩傳曰蔽芾小皃
15402,2249,茀,毛萇詩傳曰蔽芾小皃
15403,2249,誹,謗人又音非
15404,2249,鯡,魚子
15405,2249,㹃,覆耕
15406,2249,𩰾,湯𩰾
15407,2249,𧙂,蔽膝
15408,2249,䛍,言急
15409,2249,䟛,行疾
15410,2250,費,耗也惠也芳未切又房未冰備二切六
15411,2250,髴,髣髴
15412,2250,靅,靉靅雲布狀也
15413,2250,𣙿,木名
15414,2250,昲,日光又物乾也
15415,2250,䊧,失氣
15416,2251,𥽂,細米丘畏切三
15417,2251,䙡,䙡紐
15418,2251,𧝷,俗
15419,2252,尉,候也說文作㷉云从上案下也从𡰥又持火所以申繒也通俗文曰火斗曰尉俗作熨又尉氏縣鄭大夫尉氏邑也亦云鄭之別獄又姓左傳鄭大夫尉止於胃切又紆物切十二
15420,2252,㷉,出說文
15421,2252,熨,俗見上注
15422,2252,慰,安慰
15423,2252,畏,畏懼
15424,2252,罻,罻網
15425,2252,犚,牛也
15426,2252,蔚,茺蔚
15427,2252,螱,飛蟻
15428,2252,𧕈,飛蟻
15429,2252,褽,衣袵也
15430,2252,䲁,魚名
15431,2253,諱,說文誋也許貴切四
15432,2253,卉,草摠名詩曰卉木萋萋又音虺
15433,2253,芔,古文
15434,2253,泋,水波汶也
15435,2254,𥝋,獸名說文曰周成王時州靡國獻𥝋人身反踵自笑笑即上脣掩其目食人北方謂之土螻爾雅曰狒狒如人被髮迅走一名梟羊俗謂之山都今交州南康山中有之郭璞讚云狒狒怪獸披髮握竹獲人則笑脣蔽其目終乃號咷反爲我戮扶沸切二十四
15436,2254,𦦔,
15437,2254,狒,並上同
15438,2254,㵒,㵒渭水溢
15439,2254,腓,又音肥
15440,2254,怫,怫㥜又扶物切
15441,2254,菲,菜可食又霏斐二音
15442,2254,屝,草屩黃帝臣於則所造也
15443,2254,蜚,蜚盧蟲也一名蜰即負盤臭蟲也又獸名山海經曰蜚如牛白首一目蛇尾行水則竭行草則枯見則有兵役郭璞讚云蜚之爲名體似無害所經枯竭甚於鴆厲萬物攸懼思尒遐逝
15444,2254,𧕿,蜚盧蟲也一名蜰即負盤臭蟲也又獸名山海經曰蜚如牛白首一目蛇尾行水則竭行草則枯見則有兵役郭璞讚云蜚之爲名體似無害所經枯竭甚於鴆厲萬物攸懼思尒遐逝
15445,2254,䨾,隱也陋也
15446,2254,翡,赤羽雀也
15447,2254,𡌦,塵也
15448,2254,萉,枲屬
15449,2254,𩇪,𩇪隱
15450,2254,痱,熱瘡
15451,2254,䠊,刖足亦作剕
15452,2254,㔗,壯勇之皃
15453,2254,䆏,稻不黏也
15454,2254,費,姓也夏禹之後出江夏後漢汝南費長房孫盛蜀譜云益州諸費有名位者多又後魏書費連氏後改爲費氏
15455,2254,蜰,蜰𧔥神蛇
15456,2254,𥄱,目不明或作䀟
15457,2254,黂,爾雅曰黂枲實禮曰苴麻之有黂又音肥
15458,2254,蟦,𧓉螬蟲也
