識別號,上字表識別號,下字表識別號,切語,拼音,小韻字,目次編碼,小韻字序號,小韻字集,字數,聲母,聲母拼音碼,發音部位,清濁,發送收,韻母,韻母拼音碼,調,調號,備註,原有備註,異體字,其它備註,
814,17,241,居良,kiong1,薑,2.10陽,10,薑𧅁畺疆壃畕㹔繮韁殭礓橿姜䗵僵,16,見,k,牙音,全清,發聲,陽開3舒聲,iong,平,1,,,,,
815,15,241,直良,tiong5,長,2.10陽,11,長萇腸場䠆㙊䗅瓺,8,澄,t,舌上音,全濁,,陽開3舒聲,iong,平,5,,,,,
816,13,241,陟良,tiong1,張,2.10陽,12,張餦粻漲,4,知,t,舌上音,全清,發聲,陽開3舒聲,iong,平,1,,,,,
817,42,241,汝陽,jiong5,穰,2.10陽,13,穰禳攘𣀮鑲𨟚躟瀼𩆶獽儴蘘䉴鬤勷瓤孃,20,日,j,半齒,次濁,收聲,陽開3舒聲,iong,平,5,,,,,
818,5,241,府良,hiong1,方,2.10陽,14,方汸坊蚄肪邡鴋枋鈁牥趽䄱匚,13,非,h,輕脣音,全清,發聲,陽開3舒聲,iong,平,1,,,,,
819,24,241,息良,siong1,襄,2.10陽,15,襄廂湘相緗纕忀驤鑲瓖欀箱葙,13,心,s,齒頭音,全清,送氣,陽開3舒聲,iong,平,1,,,,,
820,21,241,即良,ciong1,將,2.10陽,16,將漿鱂蔣螿𢪇,7,精,c,齒頭音,全清,發聲,陽開3舒聲,iong,平,1,,,(摪),,
821,28,241,初良,chiong1,創,2.10陽,17,創瘡𠛂,4,初,ch,正齒近齒頭,次清,送氣,陽開3舒聲,iong,平,1,,,戧,,
822,8,241,武方,biong5,亡,2.10陽,18,亡芒莣鋩硭杗朚邙𨛌望朢,12,微,b,輕脣音,次濁,收聲,陽開3舒聲,iong,平,5,12->11,,(亾),,
823,16,241,女良,liong5,孃,2.10陽,19,孃娘瓤鑲,4,娘,l,舌上音,次濁,收聲,陽開3舒聲,iong,平,5,,,,,
824,30,241,士莊,ciong5,牀,2.10陽,20,牀床疒,3,崇,c,正齒近齒頭,全濁,,陽開3舒聲,iong,平,5,,,,,
825,26,241,側羊,ciong1,莊,2.10陽,21,莊㽵妝裝䊋,5,莊,c,正齒近齒頭,全清,發聲,陽開3舒聲,iong,平,1,,,,,
826,34,241,市羊,siong5,常,2.10陽,22,常尚裳甞嘗鋿𩼝償𪄹徜,12,禪,s,正齒近齒頭,全濁,送氣,陽開3舒聲,iong,平,5,,,[嫦],,
827,32,241,色莊,siong1,霜,2.10陽,23,霜鸘鷞孀驦騻蠰,7,生,s,正齒近齒頭,全清,送氣,陽開3舒聲,iong,平,1,,,,,
828,23,241,在良,ciong5,牆,2.10陽,24,牆廧墻佯嬙檣薔蘠戕𤞛,11,從,c,齒頭音,全濁,,陽開3舒聲,iong,平,5,,,,,
829,22,241,七羊,chiong1,鏘,2.10陽,25,鏘瑲槍蹌蹡𨄚斨牄嶈𨶆𥏻搶,15,清,ch,齒頭音,次清,送氣,陽開3舒聲,iong,平,1,,,將謒嗆篬𪙝顙鶬[錆],,
830,18,245,去王,khong1,匡,2.10陽,26,匡邼筐䖱框恇劻𩬹洭軭眶䒰𩢼,15,溪,kh,牙音,次清,送氣,陽合3舒聲,ong,平,1,,,,,
831,40,241,雨方,Øiong5,王,2.10陽,27,王蚟𩵭彺,5,云,Ø,喉音,次濁,發聲,陽開3舒聲,iong,平,5,,,,,
832,36,241,於良,Øiong1,央,2.10陽,28,央鴦殃䄃鉠秧霙胦泱,9,影,Ø,喉音,全清,發聲,陽開3舒聲,iong,平,1,,,,,
833,19,241,巨良,kiong5,強,2.10陽,29,強彊䲔勥,4,群,k,牙音,全濁,,陽開3舒聲,iong,平,5,,,,,
834,14,241,禇羊,thiong1,𦳝,2.10陽,30,𦳝倀鼚,4,徹,th,舌上音,次清,送氣,陽開3舒聲,iong,平,1,,,,,
835,6,241,敷方,hiong1,芳,2.10陽,31,芳妨淓,3,敷,h,輕脣音,次清,送氣,陽開3舒聲,iong,平,1,,,,,
836,19,245,巨王,kong5,狂,2.10陽,32,狂軖軭鵟㞷,5,群,k,牙音,全濁,,陽合3舒聲,ong,平,5,,,,,
837,11,249,徒郎,tong5,唐,2.11唐,1,唐啺𥏬煻糖糛堂坣𪕹棠搪蓎瑭餹篖螗𤚫𤛋螳塘碭鶶𩹶踼闛赯磄溏䣘傏隚䧜𨶈鎕䉎𨍴橖榶㲥㼺,47,定,t,舌頭音,全濁,,唐開1舒聲,ong,平,5,41->40!!,,塘[膛](樘醣),,
838,41,249,魯當,long5,郎,2.11唐,2,郎蓈稂桹廊榔鋃硠𪁜浪䯖蜋𩷕琅瑯㝗狼欴𦵧踉莨㟍䡙艆駺躴筤𥍫閬哴,34,來,l,半舌,次濁,收聲,唐開1舒聲,ong,平,5,,,[螂],,
839,9,249,都郎,tong1,當,2.11唐,3,當鐺簹襠璫𨎴檔儅𦡁㼕蟷,13,端,t,舌頭音,全清,發聲,唐開1舒聲,ong,平,1,,,,,
840,22,249,七岡,chong1,倉,2.11唐,4,倉蒼鶬𩀞滄凔𠥐,9,清,ch,齒頭音,次清,送氣,唐開1舒聲,ong,平,1,刪飡,,(傖)[艙],,
841,17,249,古郎,kong1,岡,2.11唐,5,岡崗剛㓻掆笐鋼綱亢犅堈𤭛牨苀魧迒,17,見,k,牙音,全清,發聲,唐開1舒聲,ong,平,1,,,(堽)(缸)[罡],,
842,24,249,息郎,song1,桑,2.11唐,6,桑桒𠸶喪𦅇𩦌,9,心,s,齒頭音,全清,送氣,唐開1舒聲,ong,平,1,,,,,
843,18,249,苦岡,khong1,康,2.11唐,7,康穅糠㱂㝩槺𨻷䗧𥉽邟漮𤮊㼹躿,17,溪,kh,牙音,次清,送氣,唐開1舒聲,ong,平,1,,,,,
844,37,253,呼光,hong1,荒,2.11唐,8,荒𥡃肓衁𩣐鄺𥿼㠵𧧢䀮𣆖㡆巟𣺬,20,曉,h,喉音,次清,送氣,唐開1舒聲,ong,平,1,,,(𧧮),,
845,38,253,胡光,hong5,黃,2.11唐,9,黃皇璜惶遑潢堭煌餭騜艎簧隍癀𨝴湟徨篁鱑蝗凰偟媓獚蟥韹𨜔䍿䅣𤯷葟趪,35,匣,h,喉音,全濁,送氣,唐開1舒聲,ong,平,5,,,鰉撗崲磺葟,,
846,17,253,古黃,kong1,光,2.11唐,10,光灮洸桄胱垙𨎩輄橫𩧉恍茪僙侊,16,見,k,牙音,全清,發聲,唐開1舒聲,ong,平,1,,,,,
847,10,249,吐郎,thong1,湯,2.11唐,11,湯簜鏜闛𧼮踼盪蝪鼞薚𦳝,13,透,th,舌頭音,次清,送氣,唐開1舒聲,ong,平,1,,,,,
848,2,249,普郎,phong1,滂,2.11唐,12,滂鎊霶雱䨦磅𣂆,8,滂,ph,重脣音,次清,送氣,唐開1舒聲,ong,平,1,,,,,
849,36,253,烏光,Øong1,汪,2.11唐,13,汪尣尪洸𪁘,6,影,Ø,喉音,全清,發聲,唐開1舒聲,ong,平,1,,,尢,,
850,36,249,烏郎,Øong1,鴦,2.11唐,14,鴦佒咉𧲱㹧眏姎,8,影,Ø,喉音,全清,發聲,唐開1舒聲,ong,平,1,,,肮,,
851,37,249,呼郎,hong1,炕,2.11唐,15,炕㰠䐠忼,4,曉,h,喉音,次清,送氣,唐開1舒聲,ong,平,1,,,,,
852,38,249,胡郎,hong5,航,2.11唐,16,航筕桁行迒𨁈頏𦐄魧胻邟杭沆蚢肮苀抗吭,20,匣,h,喉音,全濁,送氣,唐開1舒聲,ong,平,5,,,,,
853,4,249,莫郎,bong5,茫,2.11唐,17,茫吂䀮汒恾忙朚邙芒𥐞杗蘉𡩩𨛌,17,明,b,重脣音,次濁,收聲,唐開1舒聲,ong,平,5,,,,,
854,21,249,則郎,cong1,臧,2.11唐,18,臧匨䍧戕贓样,6,精,c,齒頭音,全清,發聲,唐開1舒聲,ong,平,1,,,髒,,
855,12,249,奴當,long5,囊,2.11唐,19,囊蠰,2,泥,l,舌頭音,次濁,收聲,唐開1舒聲,ong,平,5,,,,,
856,3,253,步光,pong5,傍,2.11唐,20,傍彷膀髈䠙趽房旁篣𨜷螃䅭騯,14,並,p,重脣音,全濁,,唐開1舒聲,ong,平,5,,,,,
857,20,249,五岡,gong5,卬,2.11唐,21,卬䭹枊昂䒢㭿䩕,7,疑,g,牙音,次濁,收聲,唐開1舒聲,ong,平,5,,,,,
858,23,249,昨郎,cong5,藏,2.11唐,22,藏,1,從,c,齒頭音,全濁,,唐開1舒聲,ong,平,5,,,,,
859,18,253,苦光,khong1,䯑,2.11唐,23,䯑,1,溪,kh,牙音,次清,送氣,唐開1舒聲,ong,平,1,,,,,
860,1,253,博旁,pong1,幫,2.11唐,24,幫縍㨍𨢐鞤,6,幫,p,重脣音,全清,發聲,唐開1舒聲,ong,平,1,,,,,
861,17,257,古行,king1,庚,2.12庚,1,庚鶊更䢚秔稉粳賡羹𩱧埂浭,13,見,k,牙音,全清,發聲,庚開2舒聲,ing,平,1,,,,,
862,18,257,客庚,khing1,阬,2.12庚,1,阬坑硎𥉸砊劥,7,溪,kh,牙音,次清,送氣,庚開2舒聲,ing,平,1,,,,,
863,8,257,武庚,bing5,盲,2.12庚,1,盲蝱鄳𥋝莔𨞚䥰𥭮,11,微,b,輕脣音,次濁,收聲,庚開2舒聲,ing,平,5,,,(虻),,
864,38,257,戸盲,hing5,橫,2.12庚,1,橫黌蝗鐄瑝喤鍠䬝㶇䄓𧝒𤮏𪏓𢘌韹彋,20,匣,h,喉音,全濁,送氣,庚開2舒聲,ing,平,5,,,,,
865,5,257,甫盲,hing1,閍,2.12庚,1,閍祊𥛱騯嗙㔙,7,非,h,輕脣音,全清,發聲,庚開2舒聲,ing,平,1,,,,,
866,37,261,虎橫,hong1,諻,2.12庚,1,諻䎕謍嚝喤,5,曉,h,喉音,次清,送氣,庚合2舒聲,ong,平,1,,,,,
867,17,261,古橫,kong1,觵,2.12庚,1,觵觥侊𩃙䍔𣘯,8,見,k,牙音,全清,發聲,庚合2舒聲,ong,平,1,,,,,
868,3,257,薄庚,ping5,彭,2.12庚,1,彭澎膨蟚䰃棚榜䄘搒蒡篣𩡕騯憉𣂆輣𨍩,20,並,p,重脣音,全濁,,庚開2舒聲,ing,平,5,,,(蟛),,
869,37,257,許庚,hing1,脝,2.12庚,1,脝悙亨,3,曉,h,喉音,次清,送氣,庚開2舒聲,ing,平,1,,,[哼],,
870,14,257,丑庚,thing1,瞠,2.12庚,1,瞠橕樘䟓竀,5,徹,th,舌上音,次清,送氣,庚開2舒聲,ing,平,1,,,,,
871,28,257,楚庚,ching1,鎗,2.12庚,1,鎗鐺槍琤,4,初,ch,正齒近齒頭,次清,送氣,庚開2舒聲,ing,平,1,5->4,,,,
872,30,257,助庚,cing5,傖,2.12庚,1,傖䚘𩫿鬇崢,6,崇,c,正齒近齒頭,全濁,,庚開2舒聲,ing,平,5,,,,,
873,36,265,於驚,Øing1,霙,2.12庚,1,霙鉠韺渶鶧英瑛㿮媖楧,10,影,Ø,喉音,全清,發聲,庚開3舒聲,ing,平,1,,,,,
874,6,257,撫庚,hing1,磅,2.12庚,1,磅恲亨澎,4,敷,h,輕脣音,次清,送氣,庚開2舒聲,ing,平,1,,,(烹),,
875,7,269,符兵,hing5,平,2.12庚,1,平評苹枰泙坪胓蚲,8,奉,h,輕脣音,全濁,,庚合3舒聲,ing,平,5,,,,,
876,17,265,舉卿,king1,驚,2.12庚,1,驚京荆麠麖鶁蟼,7,見,k,牙音,全清,發聲,庚開3舒聲,ing,平,1,,,(荊),,
877,8,269,武兵,bing5,明,2.12庚,1,明盟𥁰䳟鳴,6,微,b,輕脣音,次濁,收聲,庚合3舒聲,ing,平,5,,,,,
878,15,257,直庚,ting5,棖,2.12庚,1,棖盯澄掁䟫挰憕,7,澄,t,舌上音,全濁,,庚開2舒聲,ing,平,5,,,,,
879,13,257,竹盲,ting1,趟,2.12庚,1,趟𩘽,3,知,t,舌上音,全清,發聲,庚開2舒聲,ing,平,1,,,,,
880,40,269,永兵,Øing5,榮,2.12庚,1,榮禜蠑瑩揘嶸,6,云,Ø,喉音,次濁,發聲,庚合3舒聲,ing,平,5,,,,,
881,5,269,甫明,hing1,兵,2.12庚,1,兵,1,非,h,輕脣音,全清,發聲,庚合3舒聲,ing,平,1,,,,,
882,37,269,許榮,hing1,兄,2.12庚,1,兄,1,曉,h,喉音,次清,送氣,庚合3舒聲,ing,平,1,,,,,
883,18,265,去京,khing1,卿,2.12庚,1,卿,1,溪,kh,牙音,次清,送氣,庚開3舒聲,ing,平,1,,,,,
884,32,257,所庚,sing1,生,2.12庚,1,生笙牲猩狌鉎甥䴤鼪珄,10,生,s,正齒近齒頭,全清,送氣,庚開2舒聲,ing,平,1,,,,,
885,19,265,渠京,king5,擎,2.12庚,1,擎勍黥䵞剠䲔鯨檠樈葝䫆,11,群,k,牙音,全濁,,庚開3舒聲,ing,平,5,,,,,
886,20,265,語京,ging5,迎,2.12庚,1,迎,1,疑,g,牙音,次濁,收聲,庚開3舒聲,ing,平,5,,,,,
887,38,257,戸庚,hing5,行,2.12庚,1,行衡䯒胻洐筕珩桁蘅𦣍,11,匣,h,喉音,全濁,送氣,庚開2舒聲,ing,平,5,,,,,
888,12,257,乃庚,ling5,鬤,2.12庚,1,鬤㲰𠽽獰𥣗𧂘,9,泥,l,舌頭音,次濁,收聲,庚開2舒聲,ing,平,5,,,(𧅍),,
889,17,273,古莖,king1,耕,2.13耕,1,耕,1,見,k,牙音,全清,發聲,耕開2舒聲,ing,平,1,,,,,
890,18,273,口莖,khing1,鏗,2.13耕,2,鏗銵䡰鳽誙牼𡷨硻殸㧶䡩硜摼㰢羥,16,溪,kh,牙音,次清,送氣,耕開2舒聲,ing,平,1,,,,,
891,4,273,莫耕,bing5,甍,2.13耕,3,甍𣞑䉚萌氓甿嫇蕄𥋝𧂛𥌯,15,明,b,重脣音,次濁,收聲,耕開2舒聲,ing,平,5,,,,,
892,1,273,布耕,ping1,浜,2.13耕,4,浜捠,2,幫,p,重脣音,全清,發聲,耕開2舒聲,ing,平,1,,,,,
893,38,277,戸萌,hong5,宏,2.13耕,5,宏紘紭閎嶸嵤𧮯耾翃浤竑宖鈜吰𥐪彋,18,匣,h,喉音,全濁,送氣,耕合2舒聲,ong,平,5,,,,,
894,38,273,戸耕,hing5,莖,2.13耕,6,莖䪫牼,3,匣,h,喉音,全濁,送氣,耕開2舒聲,ing,平,5,,,,,
895,13,273,中莖,ting1,朾,2.13耕,7,朾丁玎𠑅𧯫䟓䆸,9,知,t,舌上音,全清,發聲,耕開2舒聲,ing,平,1,,,,,
896,36,273,烏莖,Øing1,甖,2.13耕,8,甖罌罃鶯嚶櫻嫈鸚譻鸎褮𠠜莖,14,影,Ø,喉音,全清,發聲,耕開2舒聲,ing,平,1,,,,,
897,30,273,士莖,cing5,崢,2.13耕,9,崢𦱊鬇埩鏳崝,7,崇,c,正齒近齒頭,全濁,,耕開2舒聲,ing,平,5,,,,,
898,28,273,楚耕,ching1,琤,2.13耕,10,琤錚凈棦噌,5,初,ch,正齒近齒頭,次清,送氣,耕開2舒聲,ing,平,1,,,,,
899,16,273,女耕,ling5,儜,2.13耕,11,儜薴鬡𧭈鑏䭢嬣,8,娘,l,舌上音,次濁,收聲,耕開2舒聲,ing,平,5,,,,,
900,2,273,普耕,phing1,怦,2.13耕,12,怦姘閛𤘾伻弸䍬㛁匉抨砰,12,滂,ph,重脣音,次清,送氣,耕開2舒聲,ing,平,1,,,,,
901,37,277,呼宏,hong1,轟,2.13耕,13,轟輷䎕揈訇鍧渹𦑟𥕗𢝁,13,曉,h,喉音,次清,送氣,耕合2舒聲,ong,平,1,,,,,
902,1,277,北萌,pong1,繃,2.13耕,14,繃絣𢆸拼䑫,6,幫,p,重脣音,全清,發聲,耕合2舒聲,ong,平,1,,,,,
903,15,273,宅耕,ting5,橙,2.13耕,15,橙揨𢾊𢿦湞朾虰憕瞪䆵䁎䆑,14,澄,t,舌上音,全濁,,耕開2舒聲,ing,平,5,,,,,
904,36,277,烏宏,Øong1,泓,2.13耕,16,泓謍宖𨳮,5,影,Ø,喉音,全清,發聲,耕合2舒聲,ong,平,1,,,,,
905,3,277,薄萌,pong5,輣,2.13耕,17,輣棚弸㥊庄,5,並,p,重脣音,全濁,,耕合2舒聲,ong,平,5,,,,,
906,20,273,五莖,ging5,娙,2.13耕,18,娙俓,2,疑,g,牙音,次濁,收聲,耕開2舒聲,ing,平,5,,,,,
907,26,273,側莖,cing1,爭,2.13耕,19,爭箏埩綪䋫猙䱢,7,莊,c,正齒近齒頭,全清,發聲,耕開2舒聲,ing,平,1,,,,,
908,22,281,七情,ching1,清,2.14清,1,清圊,2,清,ch,齒頭音,次清,送氣,清開3舒聲,ing,平,1,,,,,
909,23,281,疾盈,cing5,情,2.14清,2,情晴請夝䝼,5,從,c,齒頭音,全濁,,清開3舒聲,ing,平,5,,,,,
910,21,281,子盈,cing1,精,2.14清,3,精氏菁鶄蜻晶鼱婧睛𣻒旌旍箐𩓨聙,17,精,c,齒頭音,全清,發聲,清開3舒聲,ing,平,1,,,,,
911,39,281,以成,Øing5,盈,2.14清,4,盈嬴㜲瀛籝楹贏𤟣䕦𨜏𦝚攍,15,以,Ø,喉音,次濁,發聲,清開3舒聲,ing,平,5,,,,,
912,39,285,余傾,Øing5,營,2.14清,5,營鎣塋䁝濴謍,6,以,Ø,喉音,次濁,發聲,清合3舒聲,ing,平,5,,,,,
913,36,281,於盈,Øing1,嬰,2.14清,6,嬰瓔纓攖𨟙賏蘡,8,影,Ø,喉音,全清,發聲,清開3舒聲,ing,平,1,,,,,
914,13,281,陟盈,ting1,貞,2.14清,7,貞楨禎𨜓湞𨺟,8,知,t,舌上音,全清,發聲,清開3舒聲,ing,平,1,刪幀,,,,
915,14,281,丑貞,thing1,檉,2.14清,8,檉偵赬䞓䟓竀蟶虰,8,徹,th,舌上音,次清,送氣,清開3舒聲,ing,平,1,,,,,
916,34,281,是征,sing5,成,2.14清,9,成𢦩城誠宬郕筬盛珹䫆,11,禪,s,正齒近齒頭,全濁,送氣,清開3舒聲,ing,平,5,,,,,
917,15,281,直貞,ting5,呈,2.14清,10,呈程酲𨜓珵䇸裎,8,澄,t,舌上音,全濁,,清開3舒聲,ing,平,5,,,,,
918,33,281,書盈,sing1,聲,2.14清,11,聲,1,書,s,正齒近舌上,全清,送氣,清開3舒聲,ing,平,1,,,,,
919,27,281,諸盈,cing1,征,2.14清,12,征延鯖𨢹𦙫鉦怔正鴊䋊眐𧘿佂,16,章,c,正齒近舌上,全清,發聲,清開3舒聲,ing,平,1,,,𨒌,,
920,18,281,去盈,khing1,輕,2.14清,13,輕𨆪鑋,4,溪,kh,牙音,次清,送氣,清開3舒聲,ing,平,1,,,,,
921,8,281,武并,bing5,名,2.14清,14,名洺,2,微,b,輕脣音,次濁,收聲,清開3舒聲,ing,平,5,,,,,
922,41,281,吕貞,ling5,跉,2.14清,15,跉令,2,來,l,半舌,次濁,收聲,清開3舒聲,ing,平,5,,,,,
923,5,281,府盈,hing1,并,2.14清,16,并栟箳屏,4,非,h,輕脣音,全清,發聲,清開3舒聲,ing,平,1,,,,,
924,18,285,去營,khing1,傾,2.14清,17,傾頃,2,溪,kh,牙音,次清,送氣,清合3舒聲,ing,平,1,,,,,
925,25,281,徐盈,sing5,𩛿,2.14清,18,𩛿,2,邪,s,齒頭音,全濁,送氣,清開3舒聲,ing,平,5,,,(餳),,
926,36,285,於營,Øing1,縈,2.14清,19,縈褮嫈䪯𢄋,6,影,Ø,喉音,全清,發聲,清合3舒聲,ing,平,1,,,[瀠],,
927,19,285,渠營,king5,瓊,2.14清,20,瓊璚煢焭睘惸𢶇藑嬛𡞦赹憌𢗋𦽓𦾵𨍶㒌,23,群,k,牙音,全濁,,清合3舒聲,ing,平,5,𡞦原作⿱姁子,,,,
928,24,285,息營,sing1,騂,2.14清,21,騂𤙡垶觪,5,心,s,齒頭音,全清,送氣,清合3舒聲,ing,平,1,????,,,,
929,19,281,巨成,king5,頸,2.14清,22,頸𩷏葝𦳲,6,群,k,牙音,全濁,,清開3舒聲,ing,平,5,,,,,
930,37,285,火營,hing1,𧵣,2.14清,23,𧵣,2,曉,h,喉音,次清,送氣,清合3舒聲,ing,平,1,,,,,
931,22,289,倉經,ching1,靑,2.15青,1,靑鶄鯖蜻靘,5,清,ch,齒頭音,次清,送氣,青開4舒聲,ing,平,1,,,青,,
932,17,289,古靈,king1,經,2.15青,2,經涇頸巠,4,見,k,牙音,全清,發聲,青開4舒聲,ing,平,1,,,,,
933,38,289,戸經,hing5,㓝,2.15青,3,㓝刑形邢𤬐䣆桯鉶型陘侀硎娙鈃㼛𤭓鋞,19,匣,h,喉音,全濁,送氣,青開4舒聲,ing,平,5,,,,,
934,11,289,特丁,ting5,庭,2.15青,4,庭停鼮莛葶筳亭聤霆渟𩹇綎娗㼗𧖧挺楟蜓廷㹶𧓴,24,定,t,舌頭音,全濁,,青開4舒聲,ing,平,5,,,婷,,
935,9,289,當經,ting1,丁,2.15青,5,丁釘玎䦺靪虰仃叮,8,端,t,舌頭音,全清,發聲,青開4舒聲,ing,平,1,,,疔,,
936,37,289,呼刑,hing1,馨,2.15青,6,馨𠷓蛵,4,曉,h,喉音,次清,送氣,青開4舒聲,ing,平,1,,,,,
937,24,289,桑經,sing1,星,2.15青,7,星曐腥胜鮏鯹𥠀醒鉎篂猩惺,13,心,s,齒頭音,全清,送氣,青開4舒聲,ing,平,1,,,,,
938,2,289,普丁,phing1,竮,2.15青,8,竮俜甹𢖊艵頩姘覮,9,滂,ph,重脣音,次清,送氣,青開4舒聲,ing,平,1,,,[拼],,
939,41,289,郎丁,ling5,靈,2.15青,9,靈霛𩄀𩆜舲齡麢𦏰囹鴒䉁蛉鈴霝醽苓櫺柃𩆚伶泠瓴𧕅拎刢𧆺𤣘𤫲玲𦉢𩖊㾉聆竛𠄖蘦軨䡼笭零孁令𪕌灵𩟃𩵀龗翎閝鹷䴇昤駖𧖜𩆮蕶酃詅彾䯍呤跉狑𤣤爧冷怜𠱠𦫊𢺰澪鏻𥤞秢䕘獜岭魿𣬹𩚹紷䉹砱阾羚姈㸳,110,來,l,半舌,次濁,收聲,青開4舒聲,ing,平,5,,,欞,,
940,12,289,奴丁,ling5,寧,2.15青,10,寧寍鸋䆨𣍆𨛲𧕝嚀聹,12,泥,l,舌頭音,次濁,收聲,青開4舒聲,ing,平,5,,,,,
941,10,289,他丁,thing1,汀,2.15青,11,汀訂桯綎聽廳町艼𦉬䩠鞓䋼𦀚庁,16,透,th,舌頭音,次清,送氣,青開4舒聲,ing,平,1,刪程,,,,
942,4,289,莫經,bing5,冥,2.15青,12,冥榠銘鄍溟䫤螟𧱴猽蓂瞑𥹆嫇覭暝,17,明,b,重脣音,次濁,收聲,青開4舒聲,ing,平,5,,,,,
943,3,289,薄經,ping5,瓶,2.15青,13,瓶缾蛢䶄屏荓䈂軿萍蓱竮郱畊洴箳,15,並,p,重脣音,全濁,,青開4舒聲,ing,平,5,,,,,
944,38,293,戸扃,hing5,熒,2.15青,14,熒褮螢滎䁝𧵣,7,匣,h,喉音,全濁,送氣,青合3舒聲,ing,平,5,,,,,
945,17,293,古螢,king1,扃,2.15青,15,扃駉駫坰冋𪕍絅𣕄,10,見,k,牙音,全清,發聲,青合3舒聲,ing,平,1,,,,,
946,27,297,煑仍,cing1,蒸,2.16蒸,1,蒸䒱烝𦚦䕄篜脀,8,章,c,正齒近舌上,全清,發聲,蒸開3舒聲,ing,平,1,,,,,
947,34,297,署陵,sing5,承,2.16蒸,2,承丞𨋬,4,禪,s,正齒近齒頭,全濁,送氣,蒸開3舒聲,ing,平,5,,,,,
948,15,297,直陵,ting5,澂,2.16蒸,3,澂澄瞪憕懲,5,澄,t,舌上音,全濁,,蒸開3舒聲,ing,平,5,,,,,
949,41,297,力膺,ling5,陵,2.16蒸,4,陵淩夌綾凌𠗲蔆菱䔖㥄鯪崚㱥𡕮𩜁掕祾𣣋,22,來,l,半舌,次濁,收聲,蒸開3舒聲,ing,平,5,,,,,
950,36,297,於陵,Øing1,膺,2.16蒸,5,膺應𧕄鷹,5,影,Ø,喉音,全清,發聲,蒸開3舒聲,ing,平,1,,,,,
951,7,297,扶冰,hing5,凭,2.16蒸,6,凭馮憑淜㵗,5,奉,h,輕脣音,全濁,,蒸開3舒聲,ing,平,5,,,,,
952,1,297,筆陵,ping1,冫,2.16蒸,7,冫冰掤,3,幫,p,重脣音,全清,發聲,蒸開3舒聲,ing,平,1,,,(仌),,
953,39,297,余陵,Øing5,蠅,2.16蒸,8,蠅,1,以,Ø,喉音,次濁,發聲,蒸開3舒聲,ing,平,5,,,,,
954,35,297,食陵,sing5,繩,2.16蒸,9,繩譝憴鱦乗椉𠅞澠溗塍塖騬,13,船,s,正齒近舌上,全濁,送氣,蒸開3舒聲,ing,平,5,,,(乘),,
955,33,297,識蒸,sing1,升,2.16蒸,10,升昇陞勝抍,5,書,s,正齒近舌上,全清,送氣,蒸開3舒聲,ing,平,1,,,,,
956,42,297,如乗,jing5,仍,2.16蒸,11,仍艿䚮辸礽扔㭁,7,日,j,半齒,次濁,收聲,蒸開3舒聲,ing,平,5,,,,,
957,17,297,居陵,king1,兢,2.16蒸,12,兢矜,2,見,k,牙音,全清,發聲,蒸開3舒聲,ing,平,1,,,,,
958,13,297,陟陵,ting1,徵,2.16蒸,13,徵𨟃癥𣃘,6,知,t,舌上音,全清,發聲,蒸開3舒聲,ing,平,1,,,(症),,
959,23,297,疾陵,cing5,繒,2.16蒸,14,繒鄫驓橧竲嶒,6,從,c,齒頭音,全濁,,蒸開3舒聲,ing,平,5,,,,,
960,20,297,魚陵,ging5,凝,2.16蒸,15,凝,1,疑,g,牙音,次濁,收聲,蒸開3舒聲,ing,平,5,,,,,
961,37,297,虚陵,hing1,興,2.16蒸,16,興𨞾,3,曉,h,喉音,次清,送氣,蒸開3舒聲,ing,平,1,2?,,,,
962,29,297,處陵,ching1,稱,2.16蒸,17,稱爯偁,3,昌,ch,正齒近舌上,次清,送氣,蒸開3舒聲,ing,平,1,,,,,
963,19,297,其矜,king5,殑,2.16蒸,18,殑䔷,2,群,k,牙音,全濁,,蒸開3舒聲,ing,平,5,,,,,
964,32,297,山矜,sing1,㱡,2.16蒸,19,㱡,1,生,s,正齒近齒頭,全清,送氣,蒸開3舒聲,ing,平,1,,,,,
965,18,297,綺兢,khing1,硱,2.16蒸,20,硱,1,溪,kh,牙音,次清,送氣,蒸開3舒聲,ing,平,1,,,,,
966,14,297,丑升,thing1,僜,2.16蒸,21,僜庱睖,3,徹,th,舌上音,次清,送氣,蒸開3舒聲,ing,平,1,,,,,
967,30,297,仕兢,cing5,磳,2.16蒸,22,磳,1,崇,c,正齒近齒頭,全濁,,蒸開3舒聲,ing,平,5,,,,,
968,2,297,披冰,phing1,砯,2.16蒸,23,砯,1,滂,ph,重脣音,次清,送氣,蒸開3舒聲,ing,平,1,,,,,
969,9,301,都滕,ting1,登,2.17登,1,登璒燈簦㲪䔲㽅䳾,8,端,t,舌頭音,全清,發聲,登開1舒聲,ing,平,1,,,,,
970,41,301,魯登,ling5,楞,2.17登,2,楞棱稜輘倰祾,6,來,l,半舌,次濁,收聲,登開1舒聲,ing,平,5,,,,,
971,24,301,蘇增,sing1,僧,2.17登,3,僧鬙䒏,3,心,s,齒頭音,全清,送氣,登開1舒聲,ing,平,1,,,,,
972,1,301,北滕,ping1,崩,2.17登,4,崩,1,幫,p,重脣音,全清,發聲,登開1舒聲,ing,平,1,,,,,
