識別號,字,小韻切語,拼音,字義,上字表識別號,聲母,清濁,聲母拼音碼,小韻識別號,小韻字序,韻母,韻母拼音碼,調,四聲八調,拼音調號,備註
12531,窅,烏皎,iau2,深目皃,35,影,全清,Ø,1670,2,蕭,iau,上,清上,2,
12532,窈,烏皎,iau2,窈窱深也靜也,35,影,全清,Ø,1670,3,蕭,iau,上,清上,2,
12533,偠,烏皎,iau2,偠㒟好皃,35,影,全清,Ø,1670,4,蕭,iau,上,清上,2,
12534,騕,烏皎,iau2,騕褭神馬日行千里,35,影,全清,Ø,1670,5,蕭,iau,上,清上,2,
12535,𩡻,烏皎,iau2,上同,35,影,全清,Ø,1670,6,蕭,iau,上,清上,2,
12536,𨱧,烏皎,iau2,𨱧𨲂長而不勁,35,影,全清,Ø,1670,7,蕭,iau,上,清上,2,
12537,葽,烏皎,iau2,[廣/爾]雅云逺志也,35,影,全清,Ø,1670,8,蕭,iau,上,清上,2,
12538,㫏,烏皎,iau2,旗類,35,影,全清,Ø,1670,9,蕭,iau,上,清上,2,
12539,鴢,烏皎,iau2,爾雅曰鴢頭鵁郭璞云似鳧腳近尾略不能行又音拗,35,影,全清,Ø,1670,10,蕭,iau,上,清上,2,
12540,婹,烏皎,iau2,婹㜵細弱,35,影,全清,Ø,1670,11,蕭,iau,上,清上,2,
12541,㫐,烏皎,iau2,合也,35,影,全清,Ø,1670,12,蕭,iau,上,清上,2,
12542,䆞,烏皎,iau2,逺也隱也說文冥也,35,影,全清,Ø,1670,13,蕭,iau,上,清上,2,
12543,𡧮,烏皎,iau2,說文曰戸樞聲也室之東南隅也,35,影,全清,Ø,1670,14,蕭,iau,上,清上,2,
12544,苭,烏皎,iau2,草長,35,影,全清,Ø,1670,15,蕭,iau,上,清上,2,
12545,嬲,奴鳥,niau6,戲相擾奴鳥切九,8,泥,次濁,n,1671,1,蕭,iau,上,濁上,6,
12546,嫋,奴鳥,niau6,長弱皃,8,泥,次濁,n,1671,2,蕭,iau,上,濁上,6,
12547,𨲂,奴鳥,niau6,𨱧𨲂,8,泥,次濁,n,1671,3,蕭,iau,上,濁上,6,
12548,㒟,奴鳥,niau6,偠㒟,8,泥,次濁,n,1671,4,蕭,iau,上,濁上,6,
12549,褭,奴鳥,niau6,騕褭,8,泥,次濁,n,1671,5,蕭,iau,上,濁上,6,
12550,嬈,奴鳥,niau6,苛酷也又擾戲弄也又音遶,8,泥,次濁,n,1671,6,蕭,iau,上,濁上,6,
12551,㜵,奴鳥,niau6,婹㜵,8,泥,次濁,n,1671,7,蕭,iau,上,濁上,6,
12552,䃵,奴鳥,niau6,䃵䂪,8,泥,次濁,n,1671,8,蕭,iau,上,濁上,6,
12553,𢴶,奴鳥,niau6,摘也,8,泥,次濁,n,1671,9,蕭,iau,上,濁上,6,
12554,皛,胡了,hiau6,明也胡了切五,37,匣,全濁,h,1672,1,蕭,iau,上,濁上,6,
12555,㵿,胡了,hiau6,水渺㵿皃,37,匣,全濁,h,1672,2,蕭,iau,上,濁上,6,
12556,芍,胡了,hiau6,鳧茈草又市若切,37,匣,全濁,h,1672,3,蕭,iau,上,濁上,6,
12557,𦯪,胡了,hiau6,上同,37,匣,全濁,h,1672,4,蕭,iau,上,濁上,6,
12558,𠄔,胡了,hiau6,修續譜云相誑也玉篇音患,37,匣,全濁,h,1672,5,蕭,iau,上,濁上,6,
12559,窕,徒了,tiau6,美色曰窕詩注云窈窕幽[閑/閒]也徒了切八,7,定,全濁,t,1673,1,蕭,iau,上,濁上,6,
12560,𤕷,徒了,tiau6,𤕷牀子,7,定,全濁,t,1673,2,蕭,iau,上,濁上,6,
12561,𤱩,徒了,tiau6,𤱩疁[-/田]中穴,7,定,全濁,t,1673,3,蕭,iau,上,濁上,6,
12562,誂,徒了,tiau6,弄也俗作挑說文曰相呼誘也,7,定,全濁,t,1673,4,蕭,iau,上,濁上,6,
12563,掉,徒了,tiau6,摇尾又動,7,定,全濁,t,1673,5,蕭,iau,上,濁上,6,
12564,嬥,徒了,tiau6,嬥嬥往來皃韓詩云嬥歌巴人歌也,7,定,全濁,t,1673,6,蕭,iau,上,濁上,6,
12565,挑,徒了,tiau6,挑戰亦弄也輕也,7,定,全濁,t,1673,7,蕭,iau,上,濁上,6,
12566,䂽,徒了,tiau6,磽䂽,7,定,全濁,t,1673,8,蕭,iau,上,濁上,6,
12567,磽,苦皎,khiau2,山田亦作䂪苦皎切二,2,溪,次清,kh,1674,1,蕭,iau,上,清上,2,
12568,䂪,苦皎,khiau2,上同,2,溪,次清,kh,1674,2,蕭,iau,上,清上,2,
12569,湫,子了,ziau2,湫隘子了切又子攸切五,21,精,全清,z,1675,1,蕭,iau,上,清上,2,
12570,劋,子了,ziau2,𢧵也說文絕也,21,精,全清,z,1675,2,蕭,iau,上,清上,2,
12571,㭂,子了,ziau2,木忽髙也,21,精,全清,z,1675,3,蕭,iau,上,清上,2,
12572,㡑,子了,ziau2,凶首飾,21,精,全清,z,1675,4,蕭,iau,上,清上,2,
12573,𧂈,子了,ziau2,似薺菜,21,精,全清,z,1675,5,蕭,iau,上,清上,2,
12574,小,私兆,siau2,微也私兆切三,24,心,全清,s,1676,1,宵,iau,上,清上,2,
12575,𩵖,私兆,siau2,魚名,24,心,全清,s,1676,2,宵,iau,上,清上,2,
12576,䒕,私兆,siau2,䒕草逺志也,24,心,全清,s,1676,3,宵,iau,上,清上,2,
12577,肇,治小,tiau6,始也正也敏也長也治小切十一,11,澄,全濁,t,1677,1,宵,iau,上,濁上,6,
12578,肁,治小,tiau6,開也又姓戰國䇿趙有大夫肁賈,11,澄,全濁,t,1677,2,宵,iau,上,濁上,6,
12579,兆,治小,tiau6,十億曰兆說文分也又姓,11,澄,全濁,t,1677,3,宵,iau,上,濁上,6,
12580,趙,治小,tiau6,少也久也字林云趍也亦州名春秋屬晉秦屬邯鄲郡後魏以廣阿城置殷州至齊改爲趙州又姓本自伯益孫造父善御幸於周穆王賜以趙城因封爲氏簡襄始大列爲諸侯今出天水南陽金城下邳潁川五望,11,澄,全濁,t,1677,4,宵,iau,上,濁上,6,
12581,旐,治小,tiau6,旗旐爾雅曰長尋曰旐郭璞云帛全幅長八尺𥼶名曰龜蛇爲旐旐兆也龜知氣兆之吉凶建之於後察事冝之形兆也,11,澄,全濁,t,1677,5,宵,iau,上,濁上,6,
12582,狣,治小,tiau6,犬有力也,11,澄,全濁,t,1677,6,宵,iau,上,濁上,6,
12583,䍮,治小,tiau6,羊子,11,澄,全濁,t,1677,7,宵,iau,上,濁上,6,
12584,鮡,治小,tiau6,魚名似鮎而大,11,澄,全濁,t,1677,8,宵,iau,上,濁上,6,
12585,駣,治小,tiau6,馬四歳,11,澄,全濁,t,1677,9,宵,iau,上,濁上,6,
12586,垗,治小,tiau6,葬地,11,澄,全濁,t,1677,10,宵,iau,上,濁上,6,
12587,𠧞,治小,tiau6,灼龜坼出文字指歸,11,澄,全濁,t,1677,11,宵,iau,上,濁上,6,
12588,沼,之少,ziau2,池沼之少切三,30,照,全清,z,1678,1,宵,iau,上,清上,2,
12589,菬,之少,ziau2,菬子草,30,照,全清,z,1678,2,宵,iau,上,清上,2,
12590,䈃,之少,ziau2,竹縁,30,照,全清,z,1678,3,宵,iau,上,清上,2,
12591,夭,於兆,iau2,屈也於兆切四,35,影,全清,Ø,1679,1,宵,iau,上,清上,2,
12592,殀,於兆,iau2,歿也,35,影,全清,Ø,1679,2,宵,iau,上,清上,2,
12593,芺,於兆,iau2,爾雅曰鉤芺郭璞云大如拇指中空莖頭有臺似薊初生可食,35,影,全清,Ø,1679,3,宵,iau,上,清上,2,
12594,仸,於兆,iau2,仸僑不伸又尪弱皃,35,影,全清,Ø,1679,4,宵,iau,上,清上,2,
12595,巐,丑小,thiau2,意氣息皃丑小切一,10,徹,次清,th,1680,1,宵,iau,上,清上,2,
12596,少,書沼,siau2,不多也書沼切又式照切三,33,審,全清,s,1681,1,宵,iau,上,清上,2,
12597,䒚,書沼,siau2,草名,33,審,全清,s,1681,2,宵,iau,上,清上,2,
12598,𨙹,書沼,siau2,說文地名,33,審,全清,s,1681,3,宵,iau,上,清上,2,
12599,擾,而沼,jiau6,亂也順也說文作𢹎煩也而沼切七,41,日,次濁,j,1682,1,宵,iau,上,濁上,6,
12600,𢹎,而沼,jiau6,上同,41,日,次濁,j,1682,2,宵,iau,上,濁上,6,
12601,繞,而沼,jiau6,纏繞又姓左傳秦大夫繞朝,41,日,次濁,j,1682,3,宵,iau,上,濁上,6,
12602,遶,而沼,jiau6,圍遶,41,日,次濁,j,1682,4,宵,iau,上,濁上,6,
12603,嬈,而沼,jiau6,亂也,41,日,次濁,j,1682,5,宵,iau,上,濁上,6,
12604,𤛾,而沼,jiau6,牛馴說文作𤛾牛柔謹也,41,日,次濁,j,1682,6,宵,iau,上,濁上,6,
12605,𧳨,而沼,jiau6,爾雅注云即蒙貴也狀如蜼而小紫黒色可畜之健捕䑕亦作猱又諾髙切,41,日,次濁,j,1682,7,宵,iau,上,濁上,6,
12606,摽,符少,hiau6,落也又拊心也字統云合[作/此]𦭼苻少切八,19,奉,全濁,h,1683,1,宵,iau,上,濁上,6,
12607,𢹰,符少,hiau6,上同見說文今從票餘同,19,奉,全濁,h,1683,2,宵,iau,上,濁上,6,
12608,鰾,符少,hiau6,魚鰾可作膠,19,奉,全濁,h,1683,3,宵,iau,上,濁上,6,
12609,慓,符少,hiau6,急性,19,奉,全濁,h,1683,4,宵,iau,上,濁上,6,
12610,顠,符少,hiau6,髮白又孚小切,19,奉,全濁,h,1683,5,宵,iau,上,濁上,6,
12611,𩮳,符少,hiau6,上同,19,奉,全濁,h,1683,6,宵,iau,上,濁上,6,
12612,膘,符少,hiau6,脅前又孚小切,19,奉,全濁,h,1683,7,宵,iau,上,濁上,6,
12613,𦭼,符少,hiau6,𦭼草又零落也,19,奉,全濁,h,1683,8,宵,iau,上,濁上,6,
12614,𪍑,尺沼,ciau2,糗也尺沼切五,31,穿,次清,c,1684,1,宵,iau,上,清上,2,
12615,麨,尺沼,ciau2,上同,31,穿,次清,c,1684,2,宵,iau,上,清上,2,
12616,弨,尺沼,ciau2,弓反曲又昌招切,31,穿,次清,c,1684,3,宵,iau,上,清上,2,
12617,楢,尺沼,ciau2,赤木名又音猶音酉,31,穿,次清,c,1684,4,宵,iau,上,清上,2,
12618,眧,尺沼,ciau2,弄人眧目也,31,穿,次清,c,1684,5,宵,iau,上,清上,2,
12619,縹,敷沼,hiau2,靑黃色也敷沼切八,18,敷,次清,h,1685,1,宵,iau,上,清上,2,
12620,醥,敷沼,hiau2,淸酒,18,敷,次清,h,1685,2,宵,iau,上,清上,2,
12621,犥,敷沼,hiau2,牛黃白色,18,敷,次清,h,1685,3,宵,iau,上,清上,2,
12622,顠,敷沼,hiau2,髮白,18,敷,次清,h,1685,4,宵,iau,上,清上,2,
12623,皫,敷沼,hiau2,鳥變色也,18,敷,次清,h,1685,5,宵,iau,上,清上,2,
12624,篻,敷沼,hiau2,實中竹名,18,敷,次清,h,1685,6,宵,iau,上,清上,2,
12625,瞟,敷沼,hiau2,埤蒼云一目病,18,敷,次清,h,1685,7,宵,iau,上,清上,2,
12626,膘,敷沼,hiau2,脅前又音𦭼,18,敷,次清,h,1685,8,宵,iau,上,清上,2,
12627,眇,亡沼,biau6,說文曰一目小也亡沼切十,20,微,次濁,b,1686,1,宵,iau,上,濁上,6,
12628,渺,亡沼,biau6,渺㵿水皃,20,微,次濁,b,1686,2,宵,iau,上,濁上,6,
12629,訬,亡沼,biau6,耰也一曰訬獪,20,微,次濁,b,1686,3,宵,iau,上,濁上,6,
12630,𦳥,亡沼,biau6,草細,20,微,次濁,b,1686,4,宵,iau,上,濁上,6,
12631,淼,亡沼,biau6,大水,20,微,次濁,b,1686,5,宵,iau,上,濁上,6,
12632,杪,亡沼,biau6,梢也木末也,20,微,次濁,b,1686,6,宵,iau,上,濁上,6,
12633,秒,亡沼,biau6,禾芒,20,微,次濁,b,1686,7,宵,iau,上,濁上,6,
12634,藐,亡沼,biau6,字書藐逺又亡角切,20,微,次濁,b,1686,8,宵,iau,上,濁上,6,
12635,吵,亡沼,biau6,雉聲,20,微,次濁,b,1686,9,宵,iau,上,濁上,6,
12636,篎,亡沼,biau6,笙管,20,微,次濁,b,1686,10,宵,iau,上,濁上,6,
12637,紹,市沼,siau6,繼也又姓出何氏姓苑市沼切五[,34,禪,全濁,s,1687,1,宵,iau,上,濁上,6,
12638,綤,市沼,siau6,綤/綤]古文,34,禪,全濁,s,1687,2,宵,iau,上,濁上,6,
12639,佋,市沼,siau6,佋介,34,禪,全濁,s,1687,3,宵,iau,上,濁上,6,
12640,袑,市沼,siau6,袴上,34,禪,全濁,s,1687,4,宵,iau,上,濁上,6,
12641,䙼,市沼,siau6,玉篇云見也,34,禪,全濁,s,1687,5,宵,iau,上,濁上,6,
12642,矯,居夭,kiau2,詐也說文曰揉箭箝也又姓左傳晉大夫矯文居夭切十二,1,見,全清,k,1688,1,宵,iau,上,清上,2,
12643,鱎,居夭,kiau2,白魚別名,1,見,全清,k,1688,2,宵,iau,上,清上,2,
12644,䚩,居夭,kiau2,角長,1,見,全清,k,1688,3,宵,iau,上,清上,2,
12645,敽,居夭,kiau2,[-/繫]盾也,1,見,全清,k,1688,4,宵,iau,上,清上,2,
12646,撟,居夭,kiau2,說文曰舉手也一曰撟擅也,1,見,全清,k,1688,5,宵,iau,上,清上,2,
12647,嬌,居夭,kiau2,女字又居喬切,1,見,全清,k,1688,6,宵,iau,上,清上,2,
12648,𥃧,居夭,kiau2,目重瞼也,1,見,全清,k,1688,7,宵,iau,上,清上,2,
12649,蟜,居夭,kiau2,山海經云野人身有獸文說文曰蟲也又姓後漢有蟜愼字彦仲,1,見,全清,k,1688,8,宵,iau,上,清上,2,
12650,譑,居夭,kiau2,多言,1,見,全清,k,1688,9,宵,iau,上,清上,2,
12651,𨝰,居夭,kiau2,國名,1,見,全清,k,1688,10,宵,iau,上,清上,2,
12652,孂,居夭,kiau2,竦身,1,見,全清,k,1688,11,宵,iau,上,清上,2,
12653,蹻,居夭,kiau2,驕也又其虐切,1,見,全清,k,1688,12,宵,iau,上,清上,2,
12654,表,陂矯,piau2,明也亦牋表釋名云下言於上曰表說文作𧘝上衣也古者衣裘以毛爲表也又姓出姓苑陂[嬌/矯]切四,13,幫,全清,p,1689,1,宵,iau,上,清上,2,
12655,𧘝,陂矯,piau2,上同,13,幫,全清,p,1689,2,宵,iau,上,清上,2,
12656,𧞧,陂矯,piau2,古文,13,幫,全清,p,1689,3,宵,iau,上,清上,2,
12657,䔸,陂矯,piau2,草名,13,幫,全清,p,1689,4,宵,iau,上,清上,2,
12658,褾,方小,hiau2,袖端方小切四,17,非,全清,h,1690,1,宵,iau,上,清上,2,
12659,𧢄,方小,hiau2,字林云目有所察,17,非,全清,h,1690,2,宵,iau,上,清上,2,
12660,標,方小,hiau2,標杪木末,17,非,全清,h,1690,3,宵,iau,上,清上,2,
12661,㟽,方小,hiau2,峯頭,17,非,全清,h,1690,4,宵,iau,上,清上,2,
12662,藨,平表,piau6,草名可爲席平表切八,15,並,全濁,p,1691,1,宵,iau,上,濁上,6,
12663,𦳤,平表,piau6,上同,15,並,全濁,p,1691,2,宵,iau,上,濁上,6,
12664,殍,平表,piau6,餓死又音孚,15,並,全濁,p,1691,3,宵,iau,上,濁上,6,
12665,莩,平表,piau6,上同又音孚,15,並,全濁,p,1691,4,宵,iau,上,濁上,6,
12666,𠬪,平表,piau6,物落皃,15,並,全濁,p,1691,5,宵,iau,上,濁上,6,
12667,㰶,平表,piau6,歐吐,15,並,全濁,p,1691,6,宵,iau,上,濁上,6,
12668,㹾,平表,piau6,獪也,15,並,全濁,p,1691,7,宵,iau,上,濁上,6,
12669,𧴎,平表,piau6,似狐善睡,15,並,全濁,p,1691,8,宵,iau,上,濁上,6,
12670,鷕,以沼,iau6,雉鳴也以沼切又羊水切七,39,喻,次濁,Ø,1692,1,宵,iau,上,濁上,6,
12671,溔,以沼,iau6,浩溔大水皃,39,喻,次濁,Ø,1692,2,宵,iau,上,濁上,6,
12672,舀,以沼,iau6,說文曰抒臼也,39,喻,次濁,Ø,1692,3,宵,iau,上,濁上,6,
12673,𦥨,以沼,iau6,[同上],39,喻,次濁,Ø,1692,4,宵,iau,上,濁上,6,
12674,抭,以沼,iau6,[㧒/抭]並上同,39,喻,次濁,Ø,1692,5,宵,iau,上,濁上,6,
12675,𩨴,以沼,iau6,眇䁘目皃,39,喻,次濁,Ø,1692,6,宵,iau,上,濁上,6,
12676,䁘,以沼,iau6,眇䁘目皃,39,喻,次濁,Ø,1692,7,宵,iau,上,濁上,6,
12677,悄,親小,ciau2,悄悄憂皃親小切三,22,清,次清,c,1693,1,宵,iau,上,清上,2,
12678,愀,親小,ciau2,容色變也,22,清,次清,c,1693,2,宵,iau,上,清上,2,
12679,釥,親小,ciau2,好也又淨,22,清,次清,c,1693,3,宵,iau,上,清上,2,
12680,𠞰,子小,ziau2,絶也子小切八,21,精,全清,z,1694,1,宵,iau,上,清上,2,
12681,𠟯,子小,ziau2,上同出說文,21,精,全清,z,1694,2,宵,iau,上,清上,2,
12682,勦,子小,ziau2,勞也又音巢,21,精,全清,z,1694,3,宵,iau,上,清上,2,
12683,漅,子小,ziau2,水名,21,精,全清,z,1694,4,宵,iau,上,清上,2,
12684,𨙹,子小,ziau2,魯地,21,精,全清,z,1694,5,宵,iau,上,清上,2,
12685,𤃭,子小,ziau2,𥂖酒,21,精,全清,z,1694,6,宵,iau,上,清上,2,
12686,膘,子小,ziau2,又符小切,21,精,全清,z,1694,7,宵,iau,上,清上,2,
12687,𢄺,子小,ziau2,拭也,21,精,全清,z,1694,8,宵,iau,上,清上,2,
12688,𨲭,巨夭,khiau6,镽𨲭長皃巨夭切一,3,群,全濁,kh,1695,1,宵,iau,上,濁上,6,
12689,繚,力小,liau6,繚繞力小切九,40,來,次濁,l,1696,1,宵,iau,上,濁上,6,
12690,燎,力小,liau6,說文曰放火也左傳曰若火之燎于原,40,來,次濁,l,1696,2,宵,iau,上,濁上,6,
12691,𢻢,力小,liau6,長皃,40,來,次濁,l,1696,3,宵,iau,上,濁上,6,
12692,璙,力小,liau6,好皃,40,來,次濁,l,1696,4,宵,iau,上,濁上,6,
12693,憭,力小,liau6,慧也又音聊,40,來,次濁,l,1696,5,宵,iau,上,濁上,6,
12694,爒,力小,liau6,爒炙也,40,來,次濁,l,1696,6,宵,iau,上,濁上,6,
12695,僚,力小,liau6,朋也又音平聲,40,來,次濁,l,1696,7,宵,iau,上,濁上,6,
12696,䩍,力小,liau6,䩍䩍面白,40,來,次濁,l,1696,8,宵,iau,上,濁上,6,
12697,嫽,力小,liau6,嫽嫽好皃,40,來,次濁,l,1696,9,宵,iau,上,濁上,6,
12698,麃,滂表,phiau2,蒼頡篇云鳥毛變色本作皫滂表切又經典釋文云徐房表切劉普保切一,14,滂,次清,ph,1697,1,宵,iau,上,清上,2,
12699,闄,於小,iau2,隔也於小切一,35,影,全清,Ø,1698,1,宵,iau,上,清上,2,
12700,巧,苦絞,khau2,好也能也善也苦絞切又巧僞苦敎切二,2,溪,次清,kh,1699,1,肴,au,上,清上,2,
12701,䲾,苦絞,khau2,䲾婦鳥案爾雅注云鷦𪃧桃雀也俗呼爲巧婦字俗從鳥,2,溪,次清,kh,1699,2,肴,au,上,清上,2,
12702,澩,下巧,hau6,動水聲下巧切說文音學六,37,匣,全濁,h,1700,1,肴,au,上,濁上,6,
12703,㺒,下巧,hau6,事露又[好/奴]巧切說文音哮,37,匣,全濁,h,1700,2,肴,au,上,濁上,6,
12704,䕧,下巧,hau6,草根亦竹筍也或作茭又音狡,37,匣,全濁,h,1700,3,肴,au,上,濁上,6,
12705,佼,下巧,hau6,庸人之敏說文交也又古巧切,37,匣,全濁,h,1700,4,肴,au,上,濁上,6,
12706,䀊,下巧,hau6,温器又公巧切,37,匣,全濁,h,1700,5,肴,au,上,濁上,6,
12707,䉰,下巧,hau6,竹筍,37,匣,全濁,h,1700,6,肴,au,上,濁上,6,
12708,飽,博巧,pau2,食多也博巧切三,13,幫,全清,p,1701,1,肴,au,上,清上,2,
12709,𩝰,博巧,pau2,[同上],13,幫,全清,p,1701,2,肴,au,上,清上,2,
12710,𩛁,博巧,pau2,並古文,13,幫,全清,p,1701,3,肴,au,上,清上,2,
12711,㺒,奴巧,nau6,擾亂奴巧切三,8,泥,次濁,n,1702,1,肴,au,上,濁上,6,
12712,撓,奴巧,nau6,撓亂又音蒿,8,泥,次濁,n,1702,2,肴,au,上,濁上,6,
12713,獿,奴巧,nau6,犬驚說文又奴交切,8,泥,次濁,n,1702,3,肴,au,上,濁上,6,
12714,卯,莫飽,mau6,辰名爾雅曰太歳在卯曰單閼晉書樂志云正月之辰謂之寅寅津也謂物之津塗二月卯卯茂也,16,明,次濁,m,1703,1,肴,au,上,濁上,6,
12715,戼,莫飽,mau6,篆文,16,明,次濁,m,1703,2,肴,au,上,濁上,6,
12716,緢,莫飽,mau6,旄也又絲名,16,明,次濁,m,1703,3,肴,au,上,濁上,6,
12717,泖,莫飽,mau6,水名在吳華亭縣,16,明,次濁,m,1703,4,肴,au,上,濁上,6,
12718,媌,莫飽,mau6,好皃又莫交切,16,明,次濁,m,1703,5,肴,au,上,濁上,6,
12719,昴,莫飽,mau6,星名,16,明,次濁,m,1703,6,肴,au,上,濁上,6,
12720,茆,莫飽,mau6,星名,16,明,次濁,m,1703,7,肴,au,上,濁上,6,
12721,絞,古巧,kau2,縛也又姓出何氏姓苑古巧切十五,1,見,全清,k,1704,1,肴,au,上,清上,2,
12722,狡,古巧,kau2,狂也猾也疾也健也說文曰少狗也匈奴地有狡犬巨口黒身,1,見,全清,k,1704,2,肴,au,上,清上,2,
12723,佼,古巧,kau2,女字,1,見,全清,k,1704,3,肴,au,上,清上,2,
12724,攪,古巧,kau2,手動說文亂也,1,見,全清,k,1704,4,肴,au,上,清上,2,
12725,䕧,古巧,kau2,郭璞云江東呼藕根亦作茭又下巧切,1,見,全清,k,1704,5,肴,au,上,清上,2,
12726,筊,古巧,kau2,竹索也又音爻,1,見,全清,k,1704,6,肴,au,上,清上,2,
12727,𢯴,古巧,kau2,𢯴接物也,1,見,全清,k,1704,7,肴,au,上,清上,2,
12728,鉸,古巧,kau2,鉸刀,1,見,全清,k,1704,8,肴,au,上,清上,2,
12729,𥂔,古巧,kau2,器也,1,見,全清,k,1704,9,肴,au,上,清上,2,
12730,姣,古巧,kau2,妖媚,1,見,全清,k,1704,10,肴,au,上,清上,2,
12731,烄,古巧,kau2,[烄/交]木然也,1,見,全清,k,1704,11,肴,au,上,清上,2,
12732,𢽻,古巧,kau2,[𢽻/𤉧]上同,1,見,全清,k,1704,12,肴,au,上,清上,2,
12733,䀊,古巧,kau2,濁也說文器也又胡巧切,1,見,全清,k,1704,13,肴,au,上,清上,2,
12734,䉰,古巧,kau2,竹筍,1,見,全清,k,1704,14,肴,au,上,清上,2,
12735,㽱,古巧,kau2,腹中急痛俗作㽲,1,見,全清,k,1704,15,肴,au,上,清上,2,
12736,爪,側絞,zau2,說文曰丮也覆手曰爪象形丮音戟側絞切八,26,莊,全清,z,1705,1,肴,au,上,清上,2,
12737,㕚,側絞,zau2,古文說文曰手足甲也,26,莊,全清,z,1705,2,肴,au,上,清上,2,
12738,䝖,側絞,zau2,䝖獠,26,莊,全清,z,1705,3,肴,au,上,清上,2,
12739,瑵,側絞,zau2,玉名說文曰車蓋玉瑵,26,莊,全清,z,1705,4,肴,au,上,清上,2,
12740,笊,側絞,zau2,笊籬,26,莊,全清,z,1705,5,肴,au,上,清上,2,
12741,𢁬,側絞,zau2,𢁬頭,26,莊,全清,z,1705,6,肴,au,上,清上,2,
12742,抓,側絞,zau2,亂搔搯也,26,莊,全清,z,1705,7,肴,au,上,清上,2,
12743,𦬔,側絞,zau2,草也,26,莊,全清,z,1705,8,肴,au,上,清上,2,
12744,拗,於絞,au2,手拉於絞切五,35,影,全清,Ø,1706,1,肴,au,上,清上,2,
12745,鴢,於絞,au2,鴢頭鵁似鳧而腳近尾,35,影,全清,Ø,1706,2,肴,au,上,清上,2,
12746,𢂊,於絞,au2,靴韈𢂊亦從革,35,影,全清,Ø,1706,3,肴,au,上,清上,2,
12747,𥃯,於絞,au2,[𥃯/見]深目,35,影,全清,Ø,1706,4,肴,au,上,清上,2,
12748,狕,於絞,au2,獸名,35,影,全清,Ø,1706,5,肴,au,上,清上,2,
12749,鮑,薄巧,pau6,鮑魚又姓出東海泰山河南三望本自夏禹之裔因封爲氏薄巧切四,15,並,全濁,p,1707,1,肴,au,上,濁上,6,
12750,骲,薄巧,pau6,骨鏃,15,並,全濁,p,1707,2,肴,au,上,濁上,6,
12751,𡂟,薄巧,pau6,臿地,15,並,全濁,p,1707,3,肴,au,上,濁上,6,
12752,鞄,薄巧,pau6,柔革名,15,並,全濁,p,1707,4,肴,au,上,濁上,6,
12753,齩,五巧,gau6,齧也五巧切一,4,疑,次濁,g,1708,1,肴,au,上,濁上,6,
12754,䰫,士絞,zau6,黠也士絞切二,28,床,全濁,z,1709,1,肴,au,上,濁上,6,
12755,㑿,士絞,zau6,㑿㑿長皃出聲譜,28,床,全濁,z,1709,2,肴,au,上,濁上,6,
12756,煼,初爪,cau2,熬也初爪切七,27,初,次清,c,1710,1,肴,au,上,清上,2,
12757,𩱦,初爪,cau2,[同上],27,初,次清,c,1710,2,肴,au,上,清上,2,
12758,𤌉,初爪,cau2,[同上],27,初,次清,c,1710,3,肴,au,上,清上,2,
12759,炒,初爪,cau2,並上同,27,初,次清,c,1710,4,肴,au,上,清上,2,
12760,謅,初爪,cau2,相弄,27,初,次清,c,1710,5,肴,au,上,清上,2,
12761,𩱈,初爪,cau2,乾也,27,初,次清,c,1710,6,肴,au,上,清上,2,
12762,吵,初爪,cau2,聲也本音眇,27,初,次清,c,1710,7,肴,au,上,清上,2,
12763,䝤,張絞,tau2,夷別名張絞切又盧晧切二,9,知,全清,t,1711,1,肴,au,上,清上,2,
12764,獠,張絞,tau2,上同,9,知,全清,t,1711,2,肴,au,上,清上,2,
12765,𢾐,山巧,sau6,擊也一云[攬/攪]也亦作㪢山巧切一,29,疏,全濁,s,1712,1,肴,au,上,濁上,6,
12766,晧,胡老,ho6,光也明也日出皃也胡老切十六,37,匣,全濁,h,1713,1,豪,o,上,濁上,6,
12767,昊,胡老,ho6,昊天說文作昦,37,匣,全濁,h,1713,2,豪,o,上,濁上,6,
12768,昦,胡老,ho6,上同,37,匣,全濁,h,1713,3,豪,o,上,濁上,6,
12769,暭,胡老,ho6,明也旰也曜也亦太暭又姓本出武落鍾離山黒穴中者見蜀録,37,匣,全濁,h,1713,4,豪,o,上,濁上,6,
12770,鎬,胡老,ho6,鎬京,37,匣,全濁,h,1713,5,豪,o,上,濁上,6,
12771,浩,胡老,ho6,浩汗大水皃又姓漢靑州剌史浩賞又漢複姓魯人浩星公治榖梁,37,匣,全濁,h,1713,6,豪,o,上,濁上,6,
12772,顥,胡老,ho6,大也又天邊氣說文曰白皃楚詞曰天白顥顥商山四顥白首人也今或作晧,37,匣,全濁,h,1713,7,豪,o,上,濁上,6,
12773,灝,胡老,ho6,灝溔水勢逺也,37,匣,全濁,h,1713,8,豪,o,上,濁上,6,
12774,鰝,胡老,ho6,大鰕,37,匣,全濁,h,1713,9,豪,o,上,濁上,6,
12775,夰,胡老,ho6,說文放也昦奡字從此本音杲,37,匣,全濁,h,1713,10,豪,o,上,濁上,6,
12776,薃,胡老,ho6,薃侯莎,37,匣,全濁,h,1713,11,豪,o,上,濁上,6,
12777,鄗,胡老,ho6,光武立處邑名,37,匣,全濁,h,1713,12,豪,o,上,濁上,6,
